"Order_Item_ID"	"Order_ID"	"Product_ID"	"Quantity"
"OI00102"	"O09313"	"P1579"	"1"
"OI00103"	"O03143"	"P1183"	"2"
"OI00104"	"O04771"	"P1179"	"1"
"OI00105"	"O04792"	"P0933"	"1"
"OI00106"	"O06933"	"P0473"	"1"
"OI00107"	"O02084"	"P1336"	"1"
"OI00108"	"O05237"	"P1492"	"1"
"OI00109"	"O07796"	"P1424"	"1"
"OI00110"	"O01270"	"P1361"	"1"
"OI00111"	"O04675"	"P0419"	"1"
"OI00112"	"O02486"	"P0282"	"1"
"OI00113"	"O03007"	"P0292"	"2"
"OI00114"	"O01991"	"P0135"	"1"
"OI00115"	"O09906"	"P0541"	"2"
"OI00116"	"O01496"	"P0385"	"3"
"OI00117"	"O03662"	"P1404"	"1"
"OI00118"	"O04428"	"P0502"	"2"
"OI00119"	"O05952"	"P1109"	"4"
"OI00120"	"O01572"	"P0741"	"1"
"OI00121"	"O03578"	"P0257"	"2"
"OI00122"	"O09873"	"P1507"	"2"
"OI00123"	"O08547"	"P1321"	"2"
"OI00124"	"O09306"	"P0163"	"1"
"OI00125"	"O01515"	"P1396"	"6"
"OI00126"	"O09078"	"P0734"	"1"
"OI00127"	"O06192"	"P1486"	"2"
"OI00128"	"O06703"	"P1559"	"1"
"OI00129"	"O02659"	"P0441"	"2"
"OI00130"	"O02573"	"P1195"	"3"
"OI00131"	"O08277"	"P1153"	"2"
"OI00132"	"O02234"	"P1282"	"5"
"OI00133"	"O00660"	"P0994"	"5"
"OI00134"	"O03337"	"P1067"	"1"
"OI00135"	"O06781"	"P0843"	"3"
"OI00136"	"O00241"	"P0283"	"2"
"OI00137"	"O03499"	"P0243"	"5"
"OI00138"	"O00173"	"P1550"	"1"
"OI00139"	"O01568"	"P0419"	"2"
"OI00140"	"O00406"	"P0150"	"2"
"OI00141"	"O11228"	"P1175"	"2"
"OI00142"	"O06003"	"P0826"	"2"
"OI00143"	"O11173"	"P0185"	"3"
"OI00144"	"O05919"	"P1545"	"1"
"OI00145"	"O07800"	"P1092"	"2"
"OI00146"	"O04389"	"P0501"	"1"
"OI00147"	"O11608"	"P0870"	"2"
"OI00148"	"O09726"	"P0264"	"2"
"OI00149"	"O04380"	"P0619"	"1"
"OI00150"	"O05541"	"P1598"	"1"
"OI00151"	"O03972"	"P0814"	"2"
"OI00152"	"O00458"	"P0098"	"4"
"OI00153"	"O10172"	"P1490"	"4"
"OI00154"	"O03248"	"P0385"	"2"
"OI00155"	"O02737"	"P0847"	"3"
"OI00156"	"O07223"	"P1310"	"1"
"OI00157"	"O06731"	"P0952"	"1"
"OI00158"	"O03381"	"P1615"	"2"
"OI00159"	"O10288"	"P1470"	"5"
"OI00160"	"O10082"	"P0906"	"1"
"OI00161"	"O02901"	"P0839"	"1"
"OI00162"	"O02319"	"P0126"	"1"
"OI00163"	"O00197"	"P0296"	"1"
"OI00164"	"O11133"	"P0859"	"1"
"OI00165"	"O02390"	"P1367"	"2"
"OI00166"	"O02707"	"P0623"	"6"
"OI00167"	"O11627"	"P0675"	"2"
"OI00168"	"O00808"	"P0944"	"4"
"OI00169"	"O07189"	"P0264"	"2"
"OI00170"	"O02062"	"P1620"	"5"
"OI00171"	"O09090"	"P0008"	"1"
"OI00172"	"O01651"	"P1310"	"2"
"OI00173"	"O07389"	"P0599"	"1"
"OI00174"	"O03627"	"P1005"	"1"
"OI00175"	"O03283"	"P0082"	"2"
"OI00176"	"O09541"	"P0584"	"1"
"OI00177"	"O03735"	"P0757"	"4"
"OI00178"	"O02491"	"P0048"	"1"
"OI00179"	"O01351"	"P1141"	"2"
"OI00180"	"O07009"	"P1198"	"1"
"OI00181"	"O00037"	"P0929"	"1"
"OI00182"	"O00030"	"P0214"	"2"
"OI00183"	"O11632"	"P1203"	"1"
"OI00184"	"O07376"	"P0615"	"8"
"OI00185"	"O00270"	"P0009"	"2"
"OI00186"	"O01642"	"P0057"	"1"
"OI00187"	"O08367"	"P0846"	"8"
"OI00188"	"O10135"	"P1504"	"2"
"OI00189"	"O10907"	"P1043"	"1"
"OI00190"	"O05614"	"P1437"	"7"
"OI00191"	"O03378"	"P0285"	"2"
"OI00192"	"O07456"	"P1184"	"4"
"OI00193"	"O06379"	"P1528"	"1"
"OI00194"	"O05680"	"P0869"	"1"
"OI00195"	"O07208"	"P1598"	"2"
"OI00196"	"O03505"	"P1470"	"1"
"OI00197"	"O00303"	"P0520"	"1"
"OI00198"	"O00755"	"P1108"	"4"
"OI00199"	"O03653"	"P1041"	"1"
"OI00200"	"O05577"	"P0875"	"4"
"OI00201"	"O02267"	"P1563"	"1"
"OI00202"	"O00689"	"P1038"	"2"
"OI00203"	"O10594"	"P1502"	"3"
"OI00204"	"O06189"	"P0047"	"1"
"OI00205"	"O10995"	"P0574"	"1"
"OI00206"	"O06804"	"P1215"	"1"
"OI00207"	"O10181"	"P0218"	"2"
"OI00208"	"O09126"	"P0833"	"2"
"OI00209"	"O01076"	"P0122"	"2"
"OI00210"	"O00622"	"P0305"	"2"
"OI00211"	"O09109"	"P0878"	"2"
"OI00212"	"O05706"	"P0499"	"2"
"OI00213"	"O11362"	"P1552"	"1"
"OI00214"	"O02632"	"P1455"	"1"
"OI00215"	"O04446"	"P1360"	"1"
"OI00216"	"O08619"	"P0683"	"5"
"OI00217"	"O08735"	"P1289"	"1"
"OI00218"	"O09846"	"P1033"	"1"
"OI00219"	"O10036"	"P0287"	"1"
"OI00220"	"O07570"	"P0344"	"3"
"OI00221"	"O04182"	"P1375"	"1"
"OI00222"	"O07140"	"P0432"	"2"
"OI00223"	"O02841"	"P0278"	"4"
"OI00224"	"O09828"	"P1267"	"5"
"OI00225"	"O06114"	"P1056"	"1"
"OI00226"	"O00575"	"P0930"	"1"
"OI00227"	"O04997"	"P0723"	"5"
"OI00228"	"O01476"	"P1562"	"1"
"OI00229"	"O05791"	"P1418"	"1"
"OI00230"	"O04765"	"P0781"	"1"
"OI00231"	"O08740"	"P1590"	"2"
"OI00232"	"O07866"	"P1098"	"4"
"OI00233"	"O02566"	"P1157"	"1"
"OI00234"	"O04117"	"P0257"	"2"
"OI00235"	"O08051"	"P1047"	"4"
"OI00236"	"O10266"	"P0741"	"1"
"OI00237"	"O06505"	"P1080"	"2"
"OI00238"	"O06909"	"P1338"	"1"
"OI00239"	"O09223"	"P0205"	"1"
"OI00240"	"O09590"	"P0576"	"4"
"OI00241"	"O00471"	"P0452"	"2"
"OI00242"	"O04884"	"P0791"	"2"
"OI00243"	"O08151"	"P1008"	"1"
"OI00244"	"O06141"	"P0130"	"2"
"OI00245"	"O05795"	"P1571"	"3"
"OI00246"	"O06530"	"P1599"	"1"
"OI00247"	"O08486"	"P0638"	"1"
"OI00248"	"O01800"	"P0872"	"1"
"OI00249"	"O03508"	"P1071"	"3"
"OI00250"	"O09552"	"P0146"	"2"
"OI00251"	"O04969"	"P0020"	"2"
"OI00252"	"O06102"	"P1573"	"2"
"OI00253"	"O08030"	"P0265"	"1"
"OI00254"	"O11647"	"P1358"	"1"
"OI00255"	"O03429"	"P0305"	"3"
"OI00256"	"O00094"	"P0115"	"1"
"OI00257"	"O07618"	"P0317"	"2"
"OI00258"	"O05731"	"P0811"	"3"
"OI00259"	"O09880"	"P0977"	"1"
"OI00260"	"O03592"	"P0446"	"1"
"OI00261"	"O07543"	"P1002"	"1"
"OI00262"	"O03568"	"P1309"	"1"
"OI00263"	"O10817"	"P1348"	"1"
"OI00264"	"O08390"	"P1547"	"3"
"OI00265"	"O00998"	"P1293"	"2"
"OI00266"	"O09107"	"P0992"	"5"
"OI00267"	"O09750"	"P1199"	"6"
"OI00268"	"O10311"	"P0651"	"1"
"OI00269"	"O01495"	"P0922"	"2"
"OI00270"	"O07380"	"P1528"	"1"
"OI00271"	"O02014"	"P0400"	"1"
"OI00272"	"O07607"	"P0867"	"1"
"OI00273"	"O11615"	"P0776"	"1"
"OI00274"	"O06451"	"P1004"	"2"
"OI00275"	"O11552"	"P0210"	"1"
"OI00276"	"O04976"	"P0004"	"1"
"OI00277"	"O06350"	"P1124"	"2"
"OI00278"	"O06897"	"P1420"	"1"
"OI00279"	"O09416"	"P0543"	"1"
"OI00280"	"O11625"	"P0190"	"1"
"OI00281"	"O07367"	"P0378"	"1"
"OI00282"	"O07444"	"P0503"	"2"
"OI00283"	"O03900"	"P1188"	"2"
"OI00284"	"O08013"	"P1135"	"3"
"OI00285"	"O01583"	"P0057"	"4"
"OI00286"	"O02305"	"P0290"	"1"
"OI00287"	"O04150"	"P0058"	"2"
"OI00288"	"O10213"	"P1091"	"1"
"OI00289"	"O10384"	"P1046"	"1"
"OI00290"	"O02880"	"P1427"	"2"
"OI00291"	"O09894"	"P0878"	"8"
"OI00292"	"O09166"	"P0769"	"3"
"OI00293"	"O04936"	"P0213"	"2"
"OI00294"	"O04342"	"P0707"	"1"
"OI00295"	"O10801"	"P0868"	"6"
"OI00296"	"O07492"	"P0408"	"2"
"OI00297"	"O10094"	"P0967"	"1"
"OI00298"	"O11251"	"P0367"	"1"
"OI00299"	"O00902"	"P1435"	"5"
"OI00300"	"O09848"	"P1001"	"8"
"OI00301"	"O08854"	"P1571"	"2"
"OI00302"	"O10356"	"P1470"	"2"
"OI00303"	"O01986"	"P0746"	"1"
"OI00304"	"O04245"	"P1034"	"1"
"OI00305"	"O10708"	"P0396"	"4"
"OI00306"	"O09832"	"P0342"	"3"
"OI00307"	"O04047"	"P1115"	"3"
"OI00308"	"O00818"	"P0250"	"2"
"OI00309"	"O09833"	"P0474"	"1"
"OI00310"	"O10923"	"P0921"	"2"
"OI00311"	"O07774"	"P0669"	"1"
"OI00312"	"O00950"	"P0548"	"1"
"OI00313"	"O01571"	"P0202"	"2"
"OI00314"	"O01496"	"P0903"	"1"
"OI00315"	"O07948"	"P1388"	"1"
"OI00316"	"O08169"	"P0522"	"3"
"OI00317"	"O02976"	"P1498"	"1"
"OI00318"	"O10570"	"P0303"	"1"
"OI00319"	"O07693"	"P1612"	"2"
"OI00320"	"O03373"	"P0862"	"1"
"OI00321"	"O08726"	"P1364"	"1"
"OI00322"	"O10373"	"P1374"	"1"
"OI00323"	"O03470"	"P0490"	"1"
"OI00324"	"O05293"	"P0165"	"1"
"OI00325"	"O05040"	"P1490"	"1"
"OI00326"	"O01387"	"P0381"	"1"
"OI00327"	"O05310"	"P0987"	"5"
"OI00328"	"O11051"	"P0730"	"3"
"OI00329"	"O04490"	"P1127"	"1"
"OI00330"	"O00990"	"P0821"	"4"
"OI00331"	"O07913"	"P1550"	"1"
"OI00332"	"O02194"	"P1634"	"5"
"OI00333"	"O06414"	"P0671"	"2"
"OI00334"	"O07516"	"P0671"	"1"
"OI00335"	"O07081"	"P0743"	"3"
"OI00336"	"O05992"	"P0917"	"1"
"OI00337"	"O02132"	"P1381"	"2"
"OI00338"	"O01827"	"P0228"	"2"
"OI00339"	"O09665"	"P0078"	"1"
"OI00340"	"O00892"	"P0177"	"7"
"OI00341"	"O01478"	"P0620"	"2"
"OI00342"	"O06798"	"P0870"	"1"
"OI00343"	"O11215"	"P1579"	"4"
"OI00344"	"O07277"	"P0404"	"4"
"OI00345"	"O09723"	"P0727"	"2"
"OI00346"	"O04165"	"P0117"	"4"
"OI00347"	"O09928"	"P0883"	"2"
"OI00348"	"O06322"	"P0103"	"7"
"OI00349"	"O02089"	"P0189"	"3"
"OI00350"	"O07709"	"P1253"	"2"
"OI00351"	"O08985"	"P0483"	"1"
"OI00352"	"O10706"	"P0215"	"4"
"OI00353"	"O06149"	"P0220"	"6"
"OI00354"	"O03791"	"P1521"	"1"
"OI00355"	"O08203"	"P1539"	"1"
"OI00356"	"O00364"	"P0473"	"9"
"OI00357"	"O04984"	"P0662"	"2"
"OI00358"	"O04795"	"P0081"	"8"
"OI00359"	"O03734"	"P0974"	"2"
"OI00360"	"O11327"	"P1125"	"4"
"OI00361"	"O04105"	"P1037"	"1"
"OI00362"	"O06364"	"P1364"	"2"
"OI00363"	"O04133"	"P0907"	"2"
"OI00364"	"O03660"	"P0826"	"3"
"OI00365"	"O09924"	"P1636"	"3"
"OI00366"	"O03233"	"P0685"	"1"
"OI00367"	"O05128"	"P1514"	"1"
"OI00368"	"O06508"	"P0597"	"1"
"OI00369"	"O05360"	"P0431"	"1"
"OI00370"	"O04228"	"P1529"	"1"
"OI00371"	"O09945"	"P1574"	"3"
"OI00372"	"O00467"	"P1199"	"4"
"OI00373"	"O08210"	"P1453"	"3"
"OI00374"	"O00357"	"P0363"	"1"
"OI00375"	"O02110"	"P1180"	"1"
"OI00376"	"O03339"	"P1604"	"2"
"OI00377"	"O02017"	"P0993"	"1"
"OI00378"	"O04709"	"P1531"	"1"
"OI00379"	"O07114"	"P0487"	"2"
"OI00380"	"O05283"	"P0381"	"1"
"OI00381"	"O01494"	"P0374"	"2"
"OI00382"	"O05841"	"P0783"	"1"
"OI00383"	"O11230"	"P1354"	"5"
"OI00384"	"O09389"	"P1352"	"4"
"OI00385"	"O07980"	"P1147"	"1"
"OI00386"	"O09716"	"P1547"	"1"
"OI00387"	"O11114"	"P1191"	"2"
"OI00388"	"O08901"	"P1539"	"1"
"OI00389"	"O08423"	"P0045"	"2"
"OI00390"	"O04874"	"P0761"	"3"
"OI00391"	"O08065"	"P1292"	"1"
"OI00392"	"O00341"	"P0237"	"2"
"OI00393"	"O10908"	"P0316"	"1"
"OI00394"	"O07186"	"P0870"	"1"
"OI00395"	"O02077"	"P1346"	"3"
"OI00396"	"O11150"	"P0597"	"2"
"OI00397"	"O01368"	"P0987"	"2"
"OI00398"	"O07593"	"P0003"	"2"
"OI00399"	"O07520"	"P0563"	"2"
"OI00400"	"O09252"	"P1395"	"1"
"OI00401"	"O02699"	"P0462"	"1"
"OI00402"	"O03823"	"P0663"	"1"
"OI00403"	"O07241"	"P1115"	"1"
"OI00404"	"O00221"	"P0498"	"5"
"OI00405"	"O04845"	"P0507"	"2"
"OI00406"	"O03378"	"P0020"	"2"
"OI00407"	"O04003"	"P1242"	"5"
"OI00408"	"O08468"	"P0848"	"2"
"OI00409"	"O07711"	"P1081"	"4"
"OI00410"	"O00781"	"P1096"	"2"
"OI00411"	"O04306"	"P0907"	"2"
"OI00412"	"O07282"	"P0596"	"2"
"OI00413"	"O00451"	"P0066"	"1"
"OI00414"	"O02333"	"P0731"	"1"
"OI00415"	"O00079"	"P0548"	"3"
"OI00416"	"O01233"	"P1064"	"2"
"OI00417"	"O02559"	"P0883"	"4"
"OI00418"	"O08323"	"P1250"	"2"
"OI00419"	"O05206"	"P0422"	"2"
"OI00420"	"O08775"	"P1473"	"3"
"OI00421"	"O01085"	"P0510"	"3"
"OI00422"	"O00962"	"P1322"	"1"
"OI00423"	"O06684"	"P0173"	"1"
"OI00424"	"O01559"	"P0116"	"1"
"OI00425"	"O09480"	"P1519"	"5"
"OI00426"	"O03599"	"P1058"	"7"
"OI00427"	"O03981"	"P0482"	"1"
"OI00428"	"O08907"	"P0367"	"1"
"OI00429"	"O04488"	"P1536"	"1"
"OI00430"	"O03385"	"P1131"	"2"
"OI00431"	"O07818"	"P0221"	"1"
"OI00432"	"O01655"	"P0201"	"1"
"OI00433"	"O02873"	"P0864"	"7"
"OI00434"	"O06235"	"P1120"	"1"
"OI00435"	"O10707"	"P1130"	"5"
"OI00436"	"O02893"	"P0862"	"1"
"OI00437"	"O06860"	"P1625"	"2"
"OI00438"	"O01738"	"P1423"	"1"
"OI00439"	"O09639"	"P0868"	"2"
"OI00440"	"O02271"	"P0142"	"4"
"OI00441"	"O09035"	"P0136"	"1"
"OI00442"	"O09354"	"P0419"	"1"
"OI00443"	"O03636"	"P0658"	"1"
"OI00444"	"O03971"	"P1167"	"1"
"OI00445"	"O08162"	"P0833"	"3"
"OI00446"	"O11053"	"P0482"	"1"
"OI00447"	"O06637"	"P0237"	"10"
"OI00448"	"O01349"	"P1260"	"1"
"OI00449"	"O01953"	"P0995"	"2"
"OI00450"	"O10682"	"P1195"	"6"
"OI00451"	"O02265"	"P1246"	"1"
"OI00452"	"O08182"	"P0567"	"3"
"OI00453"	"O03645"	"P1165"	"2"
"OI00454"	"O08863"	"P0791"	"1"
"OI00455"	"O07399"	"P0219"	"3"
"OI00456"	"O05792"	"P0377"	"1"
"OI00457"	"O09910"	"P0154"	"3"
"OI00458"	"O11254"	"P0460"	"1"
"OI00459"	"O05889"	"P1620"	"1"
"OI00460"	"O07549"	"P0365"	"3"
"OI00461"	"O09674"	"P0449"	"1"
"OI00462"	"O03457"	"P1086"	"3"
"OI00463"	"O01015"	"P0818"	"3"
"OI00464"	"O06987"	"P1411"	"2"
"OI00465"	"O00383"	"P1548"	"2"
"OI00466"	"O08467"	"P0990"	"1"
"OI00467"	"O09817"	"P1409"	"1"
"OI00468"	"O07540"	"P0423"	"1"
"OI00469"	"O06896"	"P0161"	"2"
"OI00470"	"O00351"	"P0202"	"1"
"OI00471"	"O03071"	"P0567"	"1"
"OI00472"	"O01289"	"P0342"	"2"
"OI00473"	"O03544"	"P1289"	"1"
"OI00474"	"O05563"	"P0207"	"1"
"OI00475"	"O02312"	"P1103"	"1"
"OI00476"	"O03302"	"P0643"	"1"
"OI00477"	"O09204"	"P1003"	"1"
"OI00478"	"O06342"	"P1082"	"1"
"OI00479"	"O11370"	"P0195"	"3"
"OI00480"	"O02637"	"P0860"	"1"
"OI00481"	"O00528"	"P0365"	"1"
"OI00482"	"O01927"	"P0454"	"4"
"OI00483"	"O02793"	"P1391"	"1"
"OI00484"	"O10174"	"P0565"	"2"
"OI00485"	"O10911"	"P0912"	"1"
"OI00486"	"O04101"	"P1087"	"1"
"OI00487"	"O07112"	"P0429"	"1"
"OI00488"	"O06879"	"P0390"	"1"
"OI00489"	"O10885"	"P1004"	"1"
"OI00490"	"O09891"	"P0023"	"2"
"OI00491"	"O02140"	"P0083"	"3"
"OI00492"	"O03606"	"P1453"	"1"
"OI00493"	"O00754"	"P1534"	"2"
"OI00494"	"O07518"	"P1614"	"1"
"OI00495"	"O05962"	"P0763"	"5"
"OI00496"	"O01673"	"P1247"	"1"
"OI00497"	"O08786"	"P1128"	"7"
"OI00498"	"O01748"	"P1190"	"4"
"OI00499"	"O05202"	"P1608"	"2"
"OI00500"	"O00149"	"P1261"	"3"
"OI00501"	"O01130"	"P0293"	"2"
"OI00502"	"O06000"	"P0589"	"5"
"OI00503"	"O01609"	"P0961"	"4"
"OI00504"	"O06021"	"P1578"	"2"
"OI00505"	"O00495"	"P0120"	"2"
"OI00506"	"O10089"	"P1051"	"2"
"OI00507"	"O01462"	"P1324"	"1"
"OI00508"	"O07866"	"P0689"	"1"
"OI00509"	"O04277"	"P0089"	"2"
"OI00510"	"O01241"	"P0068"	"6"
"OI00511"	"O10207"	"P0171"	"5"
"OI00512"	"O01749"	"P0279"	"2"
"OI00513"	"O03596"	"P1278"	"6"
"OI00514"	"O02820"	"P0441"	"2"
"OI00515"	"O11193"	"P0525"	"1"
"OI00516"	"O01150"	"P1527"	"3"
"OI00517"	"O08055"	"P1372"	"1"
"OI00518"	"O05958"	"P0865"	"3"
"OI00519"	"O07066"	"P0590"	"1"
"OI00520"	"O06538"	"P0142"	"7"
"OI00521"	"O06134"	"P0312"	"1"
"OI00522"	"O04578"	"P0855"	"1"
"OI00523"	"O02934"	"P0066"	"1"
"OI00524"	"O09948"	"P0011"	"2"
"OI00525"	"O11053"	"P0553"	"1"
"OI00526"	"O00569"	"P1237"	"3"
"OI00527"	"O06614"	"P0377"	"2"
"OI00528"	"O10630"	"P1194"	"3"
"OI00529"	"O03940"	"P1082"	"1"
"OI00530"	"O05955"	"P0143"	"1"
"OI00531"	"O03970"	"P0905"	"1"
"OI00532"	"O08104"	"P0576"	"1"
"OI00533"	"O01377"	"P0363"	"1"
"OI00534"	"O08890"	"P0649"	"2"
"OI00535"	"O10685"	"P1305"	"1"
"OI00536"	"O08536"	"P1533"	"1"
"OI00537"	"O08305"	"P0493"	"1"
"OI00538"	"O01334"	"P0924"	"2"
"OI00539"	"O09674"	"P0021"	"1"
"OI00540"	"O02025"	"P0567"	"1"
"OI00541"	"O06601"	"P0511"	"1"
"OI00542"	"O03652"	"P1521"	"1"
"OI00543"	"O04509"	"P0884"	"1"
"OI00544"	"O06346"	"P0138"	"1"
"OI00545"	"O04842"	"P0498"	"1"
"OI00546"	"O01312"	"P0468"	"2"
"OI00547"	"O05649"	"P0568"	"1"
"OI00548"	"O02534"	"P0257"	"1"
"OI00549"	"O07232"	"P1062"	"6"
"OI00550"	"O07393"	"P0930"	"1"
"OI00551"	"O00729"	"P1070"	"1"
"OI00552"	"O04281"	"P0662"	"2"
"OI00553"	"O07936"	"P0224"	"3"
"OI00554"	"O05347"	"P0374"	"1"
"OI00555"	"O05531"	"P1029"	"3"
"OI00556"	"O10340"	"P0792"	"1"
"OI00557"	"O02763"	"P1004"	"1"
"OI00558"	"O07264"	"P0338"	"1"
"OI00559"	"O04126"	"P0238"	"1"
"OI00560"	"O02662"	"P1386"	"1"
"OI00561"	"O10647"	"P0091"	"1"
"OI00562"	"O10923"	"P1292"	"3"
"OI00563"	"O01300"	"P0930"	"1"
"OI00564"	"O06124"	"P0689"	"2"
"OI00565"	"O06292"	"P0342"	"5"
"OI00566"	"O07715"	"P0516"	"5"
"OI00567"	"O11032"	"P1427"	"2"
"OI00568"	"O01060"	"P1258"	"2"
"OI00569"	"O01508"	"P0866"	"1"
"OI00570"	"O06639"	"P1031"	"1"
"OI00571"	"O11446"	"P0711"	"8"
"OI00572"	"O02681"	"P0980"	"2"
"OI00573"	"O09532"	"P1260"	"2"
"OI00574"	"O07967"	"P1524"	"1"
"OI00575"	"O01335"	"P0685"	"2"
"OI00576"	"O03159"	"P1026"	"1"
"OI00577"	"O08666"	"P1345"	"2"
"OI00578"	"O07952"	"P0234"	"1"
"OI00579"	"O06218"	"P1155"	"3"
"OI00580"	"O00045"	"P0122"	"2"
"OI00581"	"O03163"	"P1369"	"2"
"OI00582"	"O06826"	"P0041"	"2"
"OI00583"	"O03913"	"P1411"	"2"
"OI00584"	"O01759"	"P0129"	"1"
"OI00585"	"O00680"	"P0826"	"1"
"OI00586"	"O11329"	"P0869"	"1"
"OI00587"	"O07990"	"P0822"	"2"
"OI00588"	"O04085"	"P1118"	"3"
"OI00589"	"O03999"	"P1141"	"3"
"OI00590"	"O06583"	"P0828"	"1"
"OI00591"	"O01346"	"P0869"	"1"
"OI00592"	"O06288"	"P0059"	"1"
"OI00593"	"O07471"	"P0657"	"1"
"OI00594"	"O05488"	"P0180"	"2"
"OI00595"	"O09837"	"P1226"	"1"
"OI00596"	"O09657"	"P0818"	"2"
"OI00597"	"O08772"	"P0807"	"1"
"OI00598"	"O04522"	"P1399"	"3"
"OI00599"	"O06257"	"P0219"	"1"
"OI00600"	"O03560"	"P1518"	"1"
"OI00601"	"O05928"	"P0540"	"3"
"OI00602"	"O11413"	"P1382"	"1"
"OI00603"	"O01925"	"P1176"	"1"
"OI00604"	"O09232"	"P0706"	"7"
"OI00605"	"O05663"	"P0202"	"1"
