"Product_ID"	"Category_ID"	"Product_Name"	"Manufacture_Date"	"Expiry_Date"	"Price"	"GST"	"Stock"	"Rating"
"P0032"	"CAT10"	"Ringke Fusion X Case (iPhone 15)"	"2025-02-08"	\N	"1799.00"	"18"	"35"	"4.6"
"P0033"	"CAT03"	"Harpic Floor Cleaner 500ml"	"2025-02-25"	"2026-01-26"	"1193.08"	"18"	"589"	"3.3"
"P0034"	"CAT06"	"Head Tennis Racquet Pro Tour"	"2025-01-27"	\N	"6999.00"	"18"	"110"	"4.4"
"P0035"	"CAT03"	"Pepsodent Kitchen Towels"	"2025-08-22"	"2026-07-15"	"1077.92"	"18"	"727"	"1.9"
"P0036"	"CAT06"	"Aurion Wrist Bands Series 1"	"2024-11-09"	\N	"81148.68"	"12"	"234"	"1.1"
"P0037"	"CAT01"	"JBL Max1212 Air Conditioner"	"2024-11-03"	\N	"46492.73"	"28"	"358"	"2.6"
"P0038"	"CAT10"	"Peak Design Mobile Tripod"	"2025-11-05"	\N	"6500.00"	"18"	"180"	"4.9"
"P0039"	"CAT02"	"PeakPace Women High-Waist Flare Jeans"	"2025-07-18"	\N	"11178.62"	"18"	"40"	"2.8"
"P0040"	"CAT05"	"Old Spice Whitewater After Shave 100ml"	"2024-11-20"	"2027-11-20"	"450.00"	"18"	"320"	"4.3"
"P0041"	"CAT07"	"Penguin The Power of Your Subconscious Mind"	"2023-07-01"	\N	"199.00"	"28"	"1500"	"4.7"
"P0042"	"CAT03"	"Cadbury Dairy Milk Silk 150g"	"2025-01-18"	"2025-10-18"	"175.00"	"18"	"560"	"4.7"
"P0043"	"CAT04"	"ChefMaster Knife Set 6pcs"	"2025-02-26"	\N	"1499.00"	"18"	"125"	"4.0"
"P0044"	"CAT02"	"NovaWear Kids Tutu Skirt"	"2025-07-27"	\N	"7425.21"	"12"	"408"	"4.9"
"P0045"	"CAT02"	"ZenithZip Kids Light-up Sneakers"	"2025-01-07"	\N	"1017.63"	"18"	"967"	"1.4"
"P0046"	"CAT03"	"Patanjali Kabuli Chana 500g"	"2025-11-04"	"2026-11-03"	"596.31"	"5"	"1215"	"1.2"
"P0047"	"CAT06"	"Reebok Kettlebell Classic"	"2024-03-09"	\N	"54820.87"	"12"	"514"	"5.0"
"P0048"	"CAT04"	"Godrej Frying Pan"	"2025-11-06"	\N	"19666.61"	"18"	"1269"	"3.6"
"P0049"	"CAT09"	"Fast&Up Magnesium + Zinc"	"2026-02-12"	"2028-02-12"	"390.00"	"12"	"750"	"4.3"
"P0050"	"CAT07"	"Vikas Publishing Financial Accounting"	"2024-03-22"	\N	"575.00"	"18"	"410"	"4.2"
"P0051"	"CAT06"	"Fitkit Basketball Series 1"	"2024-10-27"	\N	"9597.02"	"28"	"1046"	"4.0"
"P0052"	"CAT02"	"IronTread Women Cashmere Sweater"	"2024-12-22"	\N	"11919.78"	"18"	"1417"	"4.9"
"P0053"	"CAT01"	"NovaX Fold Smartphone"	"2025-05-27"	\N	"59999.00"	"18"	"22"	"4.7"
"P0054"	"CAT03"	"Thums Up Energy Drink 250ml"	"2025-10-28"	"2026-05-26"	"1316.94"	"28"	"187"	"2.2"
"P0055"	"CAT04"	"Godrej Dinner Set 32pcs"	"2024-07-04"	\N	"4964.80"	"12"	"1011"	"3.1"
"P0056"	"CAT03"	"Frooti Coconut Water"	"2025-06-05"	"2026-10-17"	"754.17"	"28"	"654"	"2.4"
"P0057"	"CAT03"	"Mother Dairy Margarine 200g"	"2025-11-24"	"2027-11-24"	"343.46"	"28"	"1382"	"3.0"
"P0058"	"CAT09"	"BigMuscles Nutrition Premium Gold Whey"	"2026-02-01"	"2027-08-01"	"1750.00"	"18"	"1250"	"3.9"
"P0059"	"CAT08"	"Skillmatics World Map Educational Placemats"	"2025-02-12"	\N	"449.00"	"12"	"910"	"4.4"
"P0060"	"CAT08"	"Skillmatics Art & Craft: Foil Fun"	"2025-03-05"	\N	"899.00"	"12"	"770"	"4.6"
"P0061"	"CAT05"	"SoulTree Apricot Moisturiser 200ml"	"2025-02-10"	"2026-08-10"	"795.00"	"12"	"320"	"4.4"
"P0062"	"CAT05"	"Raw Nature Volcanic Green Clay Face Wash 100g"	"2024-12-30"	"2026-12-30"	"650.00"	"18"	"280"	"4.3"
"P0063"	"CAT02"	"KidsZone Boys Denim Shorts"	"2023-08-13"	\N	"899.00"	"12"	"240"	"3.9"
"P0064"	"CAT03"	"Fortune Moong Dal 1kg"	"2025-08-21"	"2026-03-27"	"679.72"	"12"	"827"	"3.8"
"P0065"	"CAT06"	"Skechers Exercise Ball Stealth"	"2024-04-07"	\N	"84888.43"	"18"	"1009"	"3.7"
"P0066"	"CAT01"	"Samsung Pro1450 Air Conditioner"	"2025-02-13"	\N	"28487.56"	"12"	"499"	"4.3"
"P0067"	"CAT04"	"Butterfly Hand Blender"	"2024-02-09"	\N	"4556.15"	"18"	"1003"	"2.6"
"P0068"	"CAT02"	"StyleNest Women Denim Jacket"	"2023-11-20"	\N	"2899.00"	"5"	"95"	"4.2"
"P0069"	"CAT04"	"Hawkins Mattress"	"2024-12-07"	\N	"31192.71"	"12"	"875"	"4.4"
"P0070"	"CAT03"	"Pril Toilet Cleaner"	"2025-06-09"	"2026-06-21"	"950.09"	"28"	"1292"	"1.6"
"P0071"	"CAT01"	"Apple Plus1520 Speaker"	"2024-12-11"	\N	"41425.30"	"28"	"814"	"2.9"
"P0072"	"CAT02"	"ModaMain Women Floral Maxi Skirt"	"2025-05-20"	\N	"703.23"	"28"	"798"	"3.9"
"P0073"	"CAT07"	"S Chand Engineering Mathematics Vol 1"	"2024-07-12"	\N	"750.00"	"0"	"130"	"4.2"
"P0074"	"CAT08"	"LEGO Friends Autumn's House"	"2024-12-01"	\N	"5999.00"	"12"	"140"	"4.8"
"P0075"	"CAT03"	"Tata Sampann Brown Rice 1kg"	"2025-11-12"	"2027-08-20"	"1002.65"	"28"	"527"	"3.6"
"P0076"	"CAT05"	"WOW Skin Science Vitamin C Face Cream 50ml"	"2025-01-15"	"2026-07-15"	"599.00"	"18"	"680"	"4.3"
"P0077"	"CAT01"	"Samsung Air6553 Router"	"2024-04-17"	\N	"9953.76"	"28"	"1489"	"2.1"
"P0078"	"CAT07"	"Rupa Publications The 5 AM Club"	"2024-03-18"	\N	"399.00"	"5"	"780"	"4.4"
"P0079"	"CAT03"	"Harpic Toilet Cleaner"	"2025-01-24"	"2026-10-27"	"325.22"	"28"	"1348"	"3.2"
"P0080"	"CAT03"	"Del Monte Pasta 500g"	"2025-02-04"	"2026-02-04"	"95.00"	"12"	"710"	"4.1"
"P0081"	"CAT04"	"CookEase Pressure Cooker 5L"	"2025-01-07"	\N	"1899.00"	"12"	"112"	"4.3"
"P0082"	"CAT01"	"Asus Neo9207 Microwave"	"2023-05-08"	\N	"15874.77"	"18"	"1093"	"1.4"
"P0083"	"CAT05"	"L'Oréal Paris Total Repair 5 Shampoo 340ml"	"2025-04-18"	"2027-04-17"	"499.00"	"18"	"190"	"4.5"
"P0084"	"CAT09"	"Solgar Methylcobalamin Vitamin B12"	"2025-12-28"	"2027-12-28"	"1800.00"	"12"	"210"	"4.9"
"P0085"	"CAT06"	"Asics Weight Lifting Belt Ultimate"	"2024-03-25"	\N	"39869.14"	"28"	"110"	"2.6"
"P0086"	"CAT02"	"RuggedRoot Kids Organic Cotton Romper"	"2024-05-21"	\N	"2831.04"	"18"	"786"	"1.6"
"P0087"	"CAT06"	"Skechers Dart Board X100"	"2024-10-27"	\N	"39616.64"	"28"	"1198"	"3.6"
"P0088"	"CAT08"	"Mattel Barbie Science Lab Playset"	"2024-12-12"	\N	"2499.00"	"12"	"240"	"4.5"
"P0089"	"CAT05"	"MCaffeine Coffee Body Wash with Berries 300ml"	"2025-02-05"	"2026-08-05"	"399.00"	"18"	"840"	"4.5"
"P0090"	"CAT02"	"KidsZone School Backpack"	"2025-02-03"	\N	"1599.00"	"18"	"200"	"4.2"
"P0091"	"CAT05"	"Nykaa Get Cheeky Blush Duo 12g"	"2025-02-05"	"2028-02-05"	"699.00"	"18"	"480"	"4.4"
"P0092"	"CAT03"	"Fortune Salt 1kg"	"2025-05-14"	"2026-08-24"	"641.91"	"5"	"1299"	"3.4"
"P0093"	"CAT02"	"KidsZone Graphic T-Shirt"	"2024-12-01"	\N	"799.00"	"5"	"260"	"4.0"
"P0094"	"CAT01"	"Sony X3244 Camera"	"2023-07-16"	\N	"54217.13"	"12"	"1132"	"3.8"
"P0095"	"CAT05"	"Philips Kerashine Hair Dryer HP8120"	"2025-01-05"	"2030-01-05"	"1295.00"	"28"	"450"	"4.3"
"P0096"	"CAT08"	"Hasbro Clue Board Game"	"2024-09-12"	\N	"1199.00"	"12"	"430"	"4.5"
"P0097"	"CAT04"	"Prestige Gas Stove 3 Burner"	"2025-02-17"	\N	"14624.12"	"28"	"374"	"1.1"
"P0098"	"CAT03"	"Lay's Oats 500g"	"2025-08-15"	"2027-03-31"	"885.33"	"5"	"1395"	"2.1"
"P0099"	"CAT08"	"Catan Junior Strategy Game"	"2024-08-14"	\N	"2899.00"	"12"	"310"	"4.8"
"P0100"	"CAT05"	"Philips Hair Straightener BHS393/40"	"2025-01-20"	"2030-01-20"	"1995.00"	"28"	"310"	"4.4"
"P0101"	"CAT04"	"Sleepyhead Hand Blender"	"2024-11-06"	\N	"2029.91"	"18"	"1475"	"4.7"
"P0102"	"CAT03"	"Lay's Masala Munch"	"2025-08-11"	"2027-04-23"	"45.53"	"5"	"1358"	"1.4"
"P0103"	"CAT10"	"Spigen Glas.tR EZ Fit"	"2026-01-10"	\N	"1199.00"	"5"	"1480"	"4.7"
"P0104"	"CAT06"	"Decathlon Stopwatch Ultimate"	"2024-03-10"	\N	"1627.90"	"5"	"805"	"4.0"
"P0105"	"CAT02"	"ModaMain Kids Canvas Slip-ons"	"2025-03-29"	\N	"6636.01"	"5"	"222"	"5.0"
"P0106"	"CAT05"	"Park Avenue Luxury Soap 125g (Pack of 3)"	"2025-01-05"	"2027-01-05"	"255.00"	"18"	"630"	"4.1"
"P0107"	"CAT01"	"Dell Pro324 Monitor"	"2023-04-25"	\N	"59087.46"	"28"	"498"	"3.5"
"P0108"	"CAT04"	"Green Soul Mattress"	"2024-07-22"	\N	"42959.79"	"12"	"616"	"2.2"
"P0109"	"CAT05"	"Fogg Marco Body Spray 150ml"	"2025-02-28"	"2028-02-28"	"250.00"	"28"	"1400"	"4.2"
"P0110"	"CAT04"	"Durian Chopper"	"2024-02-24"	\N	"24512.13"	"12"	"1064"	"1.8"
"P0111"	"CAT05"	"Aveeno Skin Relief Moisturizing Lotion 354ml"	"2024-11-20"	"2026-11-20"	"1250.00"	"18"	"430"	"4.8"
"P0112"	"CAT08"	"Thames & Kosmos Sky-Watcher Telescope"	"2025-02-01"	\N	"8999.00"	"18"	"50"	"4.8"
"P0113"	"CAT04"	"USHA Air Fryer"	"2024-01-18"	\N	"16392.78"	"28"	"81"	"4.8"
"P0114"	"CAT03"	"Kellogg’s Cornflakes 475g"	"2025-02-01"	"2026-02-01"	"210.00"	"18"	"350"	"4.4"
"P0115"	"CAT01"	"Microsoft Max2012 Television"	"2023-07-13"	\N	"157669.70"	"5"	"838"	"4.6"
"P0116"	"CAT05"	"Dot & Key Barrier Repair Face Cream with Ceramides 50ml"	"2025-01-20"	"2026-07-20"	"595.00"	"18"	"670"	"4.7"
"P0117"	"CAT01"	"NetWave Dual Band Router"	"2024-09-13"	\N	"3499.00"	"18"	"130"	"4.2"
"P0118"	"CAT01"	"HP Pro6046 Mouse"	"2023-11-21"	\N	"900.54"	"12"	"592"	"2.8"
"P0119"	"CAT04"	"Zuari Induction Cooktop"	"2025-11-29"	\N	"7171.15"	"12"	"176"	"4.0"
"P0120"	"CAT05"	"Minimalist Multi-Peptide Night Serum 30ml"	"2025-01-20"	"2026-07-20"	"699.00"	"18"	"480"	"4.7"
"P0121"	"CAT03"	"Lizol Glass Cleaner"	"2025-05-25"	"2027-05-20"	"977.09"	"18"	"1289"	"2.2"
"P0122"	"CAT03"	"Kurkure Muesli 500g"	"2025-10-19"	"2027-09-21"	"1042.75"	"12"	"266"	"1.3"
"P0123"	"CAT07"	"Pearson Objective General English for Competitive Exams"	"2025-03-01"	\N	"620.00"	"0"	"170"	"4.4"
"P0124"	"CAT03"	"Frooti Energy Drink 250ml"	"2025-09-12"	"2027-03-06"	"714.03"	"12"	"97"	"3.5"
"P0125"	"CAT03"	"Fortune Basmati Rice 1kg"	"2025-08-18"	"2027-04-27"	"977.10"	"12"	"573"	"3.9"
"P0126"	"CAT05"	"Matrix Opti Care Professional Shampoo 200ml"	"2025-02-10"	"2027-02-10"	"410.00"	"18"	"540"	"4.5"
"P0127"	"CAT01"	"DigiSnap Mirrorless 4K"	"2024-11-11"	\N	"51999.00"	"18"	"20"	"4.6"
"P0128"	"CAT01"	"Dell Pro6410 Smartphone"	"2024-12-13"	\N	"85661.18"	"12"	"1492"	"4.3"
"P0129"	"CAT09"	"Carbamide Forte Multivitamin for Men"	"2026-01-14"	"2028-01-14"	"599.00"	"12"	"1200"	"4.3"
"P0130"	"CAT02"	"LittleLegends Men Linen Blazer"	"2024-12-25"	\N	"7439.46"	"28"	"745"	"2.3"
"P0131"	"CAT03"	"Lifebuoy Fabric Softener"	"2025-06-27"	"2026-01-26"	"1112.62"	"18"	"981"	"3.3"
"P0132"	"CAT01"	"GameBox Wireless Controller"	"2025-04-04"	\N	"4999.00"	"18"	"90"	"4.5"
"P0133"	"CAT07"	"Oxford University Press Indian Polity Guide"	"2024-01-20"	\N	"799.00"	"0"	"140"	"4.6"
"P0134"	"CAT03"	"Pringles Potato Chips"	"2025-08-22"	"2026-06-23"	"1432.57"	"12"	"583"	"2.8"
"P0135"	"CAT03"	"Godrej Aer Room Freshener"	"2025-01-15"	"2027-01-15"	"150.00"	"18"	"530"	"4.1"
"P0136"	"CAT01"	"JBL Plus9803 Washing Machine"	"2025-02-25"	\N	"44455.97"	"18"	"1150"	"1.8"
"P0137"	"CAT01"	"Samsung Ultra8579 Keyboard"	"2024-07-04"	\N	"938.64"	"18"	"926"	"1.6"
"P0138"	"CAT06"	"BoldFit Resistance Bands Kit"	"2024-07-05"	\N	"799.00"	"18"	"240"	"4.4"
"P0139"	"CAT01"	"Acer Z7070 Camera"	"2023-07-01"	\N	"48564.63"	"28"	"615"	"3.7"
"P0140"	"CAT01"	"Canon Max2784 Headphones"	"2023-04-09"	\N	"10171.09"	"18"	"741"	"3.1"
"P0141"	"CAT07"	"Arihant UPSC CAPF Assistant Commandant Guide"	"2025-01-30"	\N	"720.00"	"5"	"620"	"4.4"
"P0142"	"CAT03"	"Dettol Fabric Softener"	"2025-08-15"	"2026-04-05"	"280.33"	"5"	"45"	"3.2"
"P0143"	"CAT02"	"AuraLine Kids Canvas Slip-ons"	"2025-04-28"	\N	"5630.84"	"12"	"109"	"3.8"
"P0144"	"CAT06"	"Fitkit Stopwatch Ultimate"	"2024-10-01"	\N	"31186.07"	"5"	"1426"	"3.0"
"P0145"	"CAT03"	"Tata Sampann Toor Dal 500g"	"2025-04-01"	"2026-10-25"	"244.99"	"12"	"726"	"1.1"
"P0146"	"CAT03"	"Red Label Coconut Water"	"2025-02-10"	"2026-03-02"	"1225.41"	"5"	"1116"	"3.7"
"P0147"	"CAT10"	"Spigen Ultra Hybrid Case (iPhone 15)"	"2026-02-14"	\N	"1699.00"	"12"	"1100"	"4.8"
"P0148"	"CAT04"	"Glen Dining Chair"	"2024-10-03"	\N	"32341.28"	"5"	"735"	"3.3"
"P0149"	"CAT06"	"Fitkit Football Classic"	"2024-02-08"	\N	"16615.92"	"5"	"256"	"1.3"
"P0150"	"CAT06"	"PowerMax Treadmill TDA-230"	"2025-01-18"	\N	"38999.00"	"18"	"60"	"4.6"
"P0151"	"CAT05"	"Plum Green Tea Alcohol-Free Toner 200ml"	"2025-02-15"	"2027-02-15"	"390.00"	"18"	"650"	"4.3"
"P0152"	"CAT04"	"Cello Coffee Table"	"2025-05-20"	\N	"14157.68"	"18"	"564"	"3.7"
"P0153"	"CAT10"	"Dbrand Prism Screen Protector"	"2025-08-20"	\N	"2500.00"	"5"	"430"	"4.9"
"P0154"	"CAT05"	"EstÃ©e Lauder Pure Color Envy Lipstick 3.5g"	"2025-01-08"	"2028-01-08"	"3600.00"	"18"	"110"	"4.8"
"P0155"	"CAT01"	"FreezePro Double Door Refrigerator"	"2025-01-15"	\N	"38999.00"	"18"	"33"	"4.5"
"P0156"	"CAT03"	"Mother Dairy Ghee 500ml"	"2025-02-25"	"2025-10-11"	"206.03"	"28"	"1089"	"4.8"
"P0157"	"CAT02"	"PeakPace Kids Quilted Winter Coat"	"2024-04-27"	\N	"7987.76"	"12"	"926"	"2.6"
"P0158"	"CAT03"	"Amul Ghee 500ml"	"2025-03-13"	"2026-09-24"	"1046.03"	"28"	"1252"	"4.1"
"P0159"	"CAT03"	"Parle Oats 500g"	"2025-04-21"	"2026-09-12"	"1092.97"	"28"	"697"	"3.3"
"P0160"	"CAT07"	"Westland Books Scion of Ikshvaku"	"2023-06-14"	\N	"450.00"	"12"	"650"	"4.4"
"P0161"	"CAT03"	"Lay's Muesli 500g"	"2025-06-21"	"2027-02-14"	"235.99"	"18"	"1137"	"2.9"
"P0162"	"CAT03"	"Kurkure Choco Fills"	"2025-02-06"	"2026-08-09"	"356.23"	"5"	"1207"	"4.0"
"P0163"	"CAT01"	"Whirlpool X2961 Tablet"	"2023-03-09"	\N	"92926.48"	"18"	"355"	"4.4"
"P0164"	"CAT10"	"Belkin BoostCharge 25W"	"2025-09-05"	\N	"1899.00"	"18"	"900"	"4.4"
"P0165"	"CAT01"	"PowerBlend Hand Blender"	"2025-01-05"	\N	"2299.00"	"18"	"150"	"4.2"
"P0166"	"CAT07"	"Wiley Fundamentals of Physics (Halliday)"	"2024-08-30"	\N	"1850.00"	"18"	"310"	"4.9"
"P0167"	"CAT05"	"Faces Canada Magneteyes Kajal 0.35g"	"2025-01-18"	"2028-01-18"	"179.00"	"18"	"1350"	"4.2"
"P0168"	"CAT05"	"Vaseline Ice Cool Hydrating Lotion 400ml"	"2025-02-18"	"2027-02-18"	"475.00"	"18"	"910"	"4.6"
"P0169"	"CAT02"	"ModaMain Men Oxford Button-Down"	"2025-01-17"	\N	"4743.57"	"5"	"1068"	"1.8"
"P0170"	"CAT06"	"BoldFit Table Tennis Bat X100"	"2024-06-26"	\N	"40128.54"	"5"	"1016"	"3.9"
"P0171"	"CAT04"	"Solimo Hand Blender"	"2024-06-03"	\N	"44556.44"	"28"	"640"	"1.9"
"P0172"	"CAT01"	"TechCore SlimBook 14\" Laptop\""	"2025-02-10"	\N	"55999.00"	"18"	"35"	"4.7"
"P0173"	"CAT03"	"Pringles Salted Peanuts"	"2025-07-24"	"2027-05-08"	"319.26"	"5"	"231"	"4.4"
"P0174"	"CAT06"	"Skechers Compression Tights Pro"	"2024-06-17"	\N	"25166.57"	"28"	"1444"	"2.1"
"P0175"	"CAT06"	"Under Armour Stopwatch Stealth"	"2024-11-13"	\N	"32753.30"	"18"	"763"	"4.8"
"P0176"	"CAT01"	"Acer Prime6126 Air Conditioner"	"2024-01-18"	\N	"25892.59"	"28"	"865"	"1.4"
"P0177"	"CAT03"	"Harpic Garbage Bags"	"2025-02-24"	"2026-02-04"	"933.99"	"5"	"1012"	"3.7"
"P0178"	"CAT09"	"Amway Nutrilite Daily Multivitamin"	"2025-06-14"	"2028-06-13"	"699.00"	"18"	"110"	"4.6"
"P0179"	"CAT04"	"Havells Ceiling Fan"	"2025-12-01"	\N	"11888.75"	"18"	"402"	"3.4"
"P0180"	"CAT08"	"Funskool Giggles Stacking Barrels"	"2025-02-18"	\N	"299.00"	"12"	"1100"	"4.2"
"P0181"	"CAT06"	"Speedo Kettlebell Prime"	"2024-09-20"	\N	"18923.88"	"5"	"492"	"2.8"
"P0182"	"CAT03"	"Frooti Instant Coffee 50g"	"2025-02-06"	"2025-09-28"	"928.43"	"18"	"1369"	"4.0"
"P0183"	"CAT05"	"Mamaearth Vitamin C Daily Glow Face Cream 80g"	"2025-01-30"	"2026-07-30"	"249.00"	"18"	"970"	"4.2"
"P0184"	"CAT02"	"LittleLegends Kids Fleece Pajama Set"	"2025-05-18"	\N	"1196.43"	"12"	"1290"	"1.1"
"P0185"	"CAT03"	"Bingo Cream Biscuits"	"2025-12-04"	"2027-08-06"	"817.01"	"28"	"700"	"4.5"
"P0186"	"CAT03"	"Frooti Apple Juice 1L"	"2025-03-08"	"2026-12-11"	"1110.51"	"28"	"1110"	"3.8"
"P0187"	"CAT08"	"Fisher-Price Laugh & Learn Game & Learn Controller"	"2025-01-20"	\N	"999.00"	"18"	"880"	"4.5"
"P0188"	"CAT08"	"Skillmatics Card Game: Found It!"	"2025-02-10"	\N	"399.00"	"12"	"1300"	"4.4"
"P0189"	"CAT01"	"Xiaomi Prime6492 Smartwatch"	"2024-07-06"	\N	"28027.95"	"5"	"1467"	"2.5"
"P0190"	"CAT03"	"Patanjali Salt 1kg"	"2025-03-21"	"2026-06-26"	"1201.97"	"18"	"883"	"3.3"
"P0191"	"CAT03"	"Britannia Salted Peanuts"	"2025-12-22"	"2026-11-28"	"744.87"	"5"	"145"	"2.4"
"P0192"	"CAT03"	"Daawat Brown Rice 1kg"	"2025-06-25"	"2026-10-10"	"683.63"	"5"	"481"	"3.5"
"P0193"	"CAT01"	"Sony Ultra7708 Smartphone"	"2023-02-28"	\N	"149983.20"	"5"	"39"	"3.0"
"P0194"	"CAT09"	"MuscleBlaze ZMA (Zinc and Magnesium)"	"2026-01-25"	"2027-07-25"	"649.00"	"12"	"810"	"4.4"
"P0195"	"CAT01"	"PixelView 50\" 4K UHD\""	"2025-03-08"	\N	"42999.00"	"18"	"38"	"4.5"
"P0196"	"CAT09"	"Doctor's Best CoQ10 with Bioperine"	"2025-11-30"	"2027-11-30"	"2800.00"	"12"	"180"	"4.8"
"P0197"	"CAT01"	"Asus X5557 Monitor"	"2024-07-01"	\N	"32062.32"	"5"	"406"	"2.9"
"P0198"	"CAT06"	"Adidas Tracksuit Stealth"	"2024-09-26"	\N	"5659.15"	"12"	"96"	"2.2"
"P0199"	"CAT04"	"Milton Table Lamp"	"2024-04-18"	\N	"2033.25"	"12"	"1076"	"2.7"
"P0200"	"CAT03"	"Kurkure Salted Peanuts"	"2025-02-18"	"2026-01-17"	"123.14"	"5"	"1447"	"3.9"
"P0201"	"CAT05"	"Minimalist 2% Salicylic Acid Serum 30ml"	"2025-02-15"	"2026-08-15"	"549.00"	"18"	"930"	"4.8"
"P0202"	"CAT02"	"TinyTrend Men Linen Blazer"	"2024-02-17"	\N	"2370.17"	"18"	"154"	"1.9"
"P0203"	"CAT03"	"Bingo Choco Fills"	"2025-03-06"	"2027-01-07"	"423.60"	"5"	"845"	"3.4"
"P0204"	"CAT01"	"Whirlpool Prime463 Power Bank"	"2024-10-07"	\N	"2439.14"	"12"	"1063"	"3.6"
"P0205"	"CAT06"	"Cosco Football Size 5"	"2023-11-22"	\N	"1199.00"	"12"	"180"	"4.2"
"P0206"	"CAT05"	"Simple Kind To Skin Moisturising Facial Wash 150ml"	"2025-02-14"	"2027-02-14"	"385.00"	"18"	"740"	"4.8"
"P0207"	"CAT04"	"FreshKeep Airtight Storage Containers Set"	"2024-09-14"	\N	"999.00"	"18"	"132"	"4.0"
