"Payment_ID","Order_ID","Payment_Code","Payment_Method","Total_Amount","Payment_Status"
"P10042","O10042","TX49497367","Net Banking","169128.86","Completed"
"P10043","O10043","TX48083342","Card","8378.24","Completed"
"P10044","O10044","TX55872637","UPI","33665.44","Completed"
"P10045","O10045","TX6027931","Card","1209.68","Completed"
"P10046","O10046","TX37936281","UPI","54832.51","Refunded"
"P10047","O10047","TX81451832","Card","1059.64","Completed"
"P10048","O10048","TX11917801","UPI","15324.58","Completed"
"P10049","O10049","TX67872535","Cash","439.63","Completed"
"P1005","O01005","TX15556293","UPI","832.00","Completed"
"P10050","O10050","TX65085520","UPI","56756.64","Completed"
"P10051","O10051","TX52551089","Card","6297.89","Pending"
"P10052","O10052","TX34515531","Net Banking","21331.55","Completed"
"P10053","O10053","TX68358179","UPI","31672.20","Completed"
"P10054","O10054","TX55024303","UPI","23742.95","Completed"
"P10055","O10055","TX38647189","Card","4925.76","Completed"
"P10056","O10056","TX17503639","UPI","9438.82","Completed"
"P10057","O10057","TX66305028","Card","3237.92","Completed"
"P10058","O10058","TX57972733","Card","331106.37","Pending"
"P10059","O10059","TX55702365","UPI","149971.35","Completed"
"P1006","O01006","TX46017031","Card","1897.93","Completed"
"P10060","O10060","TX70372045","Card","32043.18","Completed"
"P10061","O10061","TX28514054","Card","129250.11","Completed"
"P10062","O10062","TX80299889","Cash","38201.53","Completed"
"P10063","O10063","TX23691553","UPI","294542.12","Completed"
"P10064","O10064","TX30679248","UPI","1250.80","Completed"
"P10065","O10065","TX13417660","Card","856.27","Pending"
"P10066","O10066","TX57196730","UPI","10493.76","Completed"
"P10067","O10067","TX33648285","UPI","449966.13","Pending"
"P10068","O10068","TX85047004","UPI","3873.90","Pending"
"P10069","O10069","TX15646924","Card","31779.48","Pending"
"P1007","O01007","TX21533791","Net Banking","4043.85","Completed"
"P10070","O10070","TX68126740","Card","27755.96","Completed"
"P10071","O10071","TX17358418","Cash","4442.83","Completed"
"P10072","O10072","TX46746515","Card","11494.97","Completed"
"P10073","O10073","TX26975051","UPI","20008.72","Failed"
"P10074","O10074","TX94874220","Net Banking","35670.97","Completed"
"P10075","O10075","TX39858637","UPI","470.82","Completed"
"P10076","O10076","TX7908969","Card","4030.88","Refunded"
"P10077","O10077","TX71147407","UPI","46415.98","Completed"
"P10078","O10078","TX87342274","UPI","1533.44","Completed"
"P10079","O10079","TX44759800","UPI","289.10","Completed"
"P1008","O01008","TX95385441","Cash","247.80","Completed"
"P10080","O10080","TX70037787","UPI","4070.08","Completed"
"P10081","O10081","TX12784303","Card","198092.17","Completed"
"P10082","O10082","TX33209418","UPI","486755.40","Completed"
"P10083","O10083","TX82903616","Net Banking","153540.88","Completed"
"P10084","O10084","TX57769493","UPI","581.01","Completed"
"P10085","O10085","TX23843446","UPI","106257.74","Completed"
"P10086","O10086","TX24135917","UPI","1237.82","Completed"
"P10087","O10087","TX45974305","Cash","4414.39","Pending"
"P10088","O10088","TX37724629","UPI","8968.00","Completed"
"P10089","O10089","TX15054817","Card","75209.56","Completed"
"P1009","O01009","TX7357414","Net Banking","13700.94","Completed"
"P10090","O10090","TX73417877","Card","4482.82","Completed"
"P10091","O10091","TX8425270","UPI","896.80","Completed"
"P10092","O10092","TX96809676","UPI","1691.07","Completed"
"P10093","O10093","TX4291413","UPI","2853.35","Pending"
"P10094","O10094","TX67819226","UPI","38587.60","Refunded"
"P10095","O10095","TX53444002","UPI","53502.87","Refunded"
"P10096","O10096","TX82475474","UPI","39696.75","Completed"
"P10097","O10097","TX99015205","UPI","273364.96","Completed"
"P10098","O10098","TX29768700","Net Banking","6133.64","Completed"
"P10099","O10099","TX21666817","Card","175636.57","Completed"
"P101","O00101","TX64636760","UPI","4331.30","Completed"
"P1010","O01010","TX16352001","Card","65926.79","Completed"
"P10100","O10100","TX71207177","Card","11415.22","Failed"
"P10101","O10101","TX15738331","UPI","15340.00","Completed"
"P10102","O10102","TX25190995","Net Banking","3242.82","Pending"
"P10103","O10103","TX74968210","Net Banking","787.50","Failed"
"P10104","O10104","TX10915266","Cash","88468.21","Refunded"
"P10105","O10105","TX45865382","Card","527.07","Completed"
"P10106","O10106","TX76948310","Card","84105.04","Completed"
"P10107","O10107","TX11887953","UPI","2773.00","Completed"
"P10108","O10108","TX77916768","Card","1147.70","Completed"
"P10109","O10109","TX4333401","Cash","40351.29","Completed"
"P1011","O01011","TX63855392","UPI","6096.20","Pending"
"P10110","O10110","TX34200453","UPI","841.16","Failed"
"P10111","O10111","TX6122345","UPI","3045.64","Completed"
"P10112","O10112","TX99840221","Card","7726.87","Pending"
"P10113","O10113","TX65142014","Card","6641.06","Failed"
"P10114","O10114","TX3948852","Net Banking","2179808.33","Completed"
"P10115","O10115","TX64994255","Card","12370.84","Completed"
"P10116","O10116","TX22057605","UPI","1096.85","Pending"
"P10117","O10117","TX96166881","UPI","12019.87","Completed"
"P10118","O10118","TX72611671","UPI","753.07","Completed"
"P10119","O10119","TX20929937","UPI","13829.40","Completed"
"P1012","O01012","TX50685915","Card","824.82","Completed"
"P10120","O10120","TX37140867","Net Banking","1370.96","Completed"
"P10121","O10121","TX54575408","UPI","1649.64","Completed"
"P10122","O10122","TX32684411","UPI","1678.88","Completed"
"P10123","O10123","TX75708840","UPI","905.66","Refunded"
"P10124","O10124","TX54360291","Card","122236.77","Completed"
"P10125","O10125","TX93714517","Card","21645.92","Completed"
"P10126","O10126","TX82372338","Cash","1396.78","Pending"
"P10127","O10127","TX14615942","UPI","10252.38","Completed"
"P10128","O10128","TX59386430","Card","4482.82","Failed"
"P10129","O10129","TX62515972","Card","774302.57","Pending"
"P1013","O01013","TX86202072","Net Banking","20370.76","Pending"
"P10130","O10130","TX84538101","UPI","13481.10","Completed"
"P10131","O10131","TX95614377","UPI","98205.52","Completed"
"P10132","O10132","TX3126887","UPI","6022.98","Completed"
"P10133","O10133","TX49265590","UPI","10794.00","Completed"
"P10134","O10134","TX55389986","Cash","136814.89","Completed"
"P10135","O10135","TX97269482","UPI","51347.50","Completed"
"P10136","O10136","TX63023745","Net Banking","37553.80","Completed"
"P10137","O10137","TX33008414","UPI","167142.65","Completed"
"P10138","O10138","TX3043218","UPI","24725.24","Completed"
"P10139","O10139","TX78393575","Card","295092.31","Completed"
"P1014","O01014","TX15892785","UPI","2827.06","Completed"
"P10140","O10140","TX40156989","Card","541.45","Completed"
"P10141","O10141","TX57912754","UPI","28236.46","Failed"
"P10142","O10142","TX51418823","UPI","5320.00","Completed"
"P10143","O10143","TX62244135","Card","12952.09","Completed"
"P10144","O10144","TX91143782","Cash","3106.22","Completed"
"P10145","O10145","TX38591726","UPI","102992.06","Completed"
"P10146","O10146","TX65901533","UPI","116135.55","Completed"
"P10147","O10147","TX8596300","Card","8846.46","Completed"
"P10148","O10148","TX45092991","Card","131931.89","Completed"
"P10149","O10149","TX37681739","UPI","4105.40","Completed"
"P1015","O01015","TX77294088","UPI","52690.38","Completed"
"P10150","O10150","TX43760283","Card","58412.12","Completed"
"P10151","O10151","TX78123888","UPI","33958.34","Completed"
"P10152","O10152","TX22768922","UPI","16085.96","Completed"
"P10153","O10153","TX30903156","Net Banking","25636.97","Completed"
"P10154","O10154","TX44541881","Card","88669.61","Pending"
"P10155","O10155","TX25261421","Net Banking","135297.18","Pending"
"P10156","O10156","TX57637667","UPI","39314.52","Completed"
"P10157","O10157","TX89379107","UPI","4925.76","Pending"
"P10158","O10158","TX13480422","UPI","154779.88","Completed"
"P10159","O10159","TX78082913","UPI","107983.46","Pending"
"P1016","O01016","TX99415077","Card","5982.60","Completed"
"P10160","O10160","TX16614126","UPI","383350.42","Completed"
"P10161","O10161","TX64164260","Net Banking","53888.62","Refunded"
"P10162","O10162","TX94422142","Net Banking","53099.01","Completed"
"P10163","O10163","TX76721509","UPI","947.99","Completed"
"P10164","O10164","TX32097181","UPI","13727.08","Completed"
"P10165","O10165","TX53736112","Cash","1833.22","Completed"
"P10166","O10166","TX37847282","Net Banking","22462.05","Completed"
"P10167","O10167","TX45467236","Cash","5527.28","Completed"
"P10168","O10168","TX86275086","Cash","127451.37","Completed"
"P10169","O10169","TX71627127","Card","47893.60","Completed"
"P1017","O01017","TX43320518","UPI","53732.51","Pending"
"P10170","O10170","TX84277771","Cash","54104.05","Pending"
"P10171","O10171","TX67918539","UPI","29206.06","Failed"
"P10172","O10172","TX33702681","Card","355842.98","Completed"
"P10173","O10173","TX8426860","UPI","123388.58","Completed"
"P10174","O10174","TX43691353","Net Banking","10023.60","Completed"
"P10175","O10175","TX19426471","Card","50130.92","Completed"
"P10176","O10176","TX8796514","Card","44837.64","Completed"
"P10177","O10177","TX58976","Net Banking","2011.52","Completed"
"P10178","O10178","TX97519984","UPI","39333.72","Completed"
"P10179","O10179","TX86558687","Card","2941.74","Completed"
"P1018","O01018","TX46633861","UPI","25086.12","Completed"
"P10180","O10180","TX41163563","UPI","139836.37","Completed"
"P10181","O10181","TX72538843","Cash","94168.01","Pending"
"P10182","O10182","TX21392260","UPI","5897.64","Completed"
"P10183","O10183","TX69423740","UPI","5701.09","Completed"
"P10184","O10184","TX93573686","UPI","43981.62","Failed"
"P10185","O10185","TX32343176","Cash","1413.64","Completed"
"P10186","O10186","TX63986710","Cash","918.83","Completed"
"P10187","O10187","TX19434375","UPI","4313.47","Completed"
"P10188","O10188","TX44905561","Net Banking","1048.54","Refunded"
"P10189","O10189","TX11073992","Card","3245.01","Completed"
"P1019","O01019","TX41681079","Card","59959.19","Completed"
"P10190","O10190","TX20194788","Net Banking","342057.92","Refunded"
"P10191","O10191","TX12451864","Card","284165.64","Completed"
"P10192","O10192","TX63540343","Card","45735.90","Completed"
"P10193","O10193","TX53274868","UPI","5022.08","Completed"
"P10194","O10194","TX5249478","UPI","2959.58","Completed"
"P10195","O10195","TX95241671","Net Banking","6931.68","Pending"
"P10196","O10196","TX55446775","UPI","126337.57","Pending"
"P10197","O10197","TX57058383","UPI","174113.35","Completed"
"P10198","O10198","TX70557387","UPI","7807.45","Completed"
"P10199","O10199","TX71784004","Net Banking","11798.38","Completed"
"P102","O00102","TX9051936","UPI","33.60","Completed"
"P1020","O01020","TX3296125","Net Banking","21948.88","Completed"
"P10200","O10200","TX25596130","UPI","5394.00","Completed"
"P10201","O10201","TX38629271","Card","4146.81","Completed"
"P10202","O10202","TX1679316","UPI","166540.61","Completed"
"P10203","O10203","TX15221175","UPI","78271.20","Completed"
"P10204","O10204","TX61364757","Card","3415.31","Completed"
"P10205","O10205","TX93838702","Net Banking","616.63","Refunded"
"P10206","O10206","TX4236256","UPI","10537.52","Completed"
"P10207","O10207","TX1086826","UPI","386985.41","Completed"
"P10208","O10208","TX32226627","UPI","1185.77","Completed"
"P10209","O10209","TX72580840","UPI","9824.81","Completed"
"P1021","O01021","TX94856850","UPI","336.00","Failed"
"P10210","O10210","TX14474818","UPI","1003.00","Completed"
"P10211","O10211","TX57950522","Card","17661.54","Completed"
"P10212","O10212","TX1307791","UPI","48430.54","Completed"
"P10213","O10213","TX65143602","UPI","34431.67","Completed"
"P10214","O10214","TX67808168","UPI","3879.67","Completed"
"P10215","O10215","TX22724365","UPI","31716.17","Completed"
"P10216","O10216","TX61269143","UPI","2012.64","Completed"
"P10217","O10217","TX23551364","UPI","233184.13","Completed"
"P10218","O10218","TX20855491","UPI","76455.53","Pending"
"P10219","O10219","TX69616623","UPI","41995.96","Completed"
"P1022","O01022","TX18290997","UPI","45147.04","Completed"
"P10220","O10220","TX39503494","UPI","991.20","Completed"
"P10221","O10221","TX5488081","UPI","166480.34","Completed"
"P10222","O10222","TX50335128","UPI","61884.52","Completed"
"P10223","O10223","TX54080671","UPI","208718.87","Completed"
"P10224","O10224","TX65777403","UPI","127564.71","Completed"
"P10225","O10225","TX33565144","Net Banking","5973.76","Refunded"
"P10226","O10226","TX45623508","Cash","1084.42","Completed"
"P10227","O10227","TX76095747","UPI","364.00","Completed"
"P10228","O10228","TX59217844","UPI","35723.53","Completed"
"P10229","O10229","TX8499000","UPI","34143.95","Completed"
"P1023","O01023","TX6068899","Net Banking","1368.04","Completed"
"P10230","O10230","TX70874011","Card","130566.21","Completed"
"P10231","O10231","TX20729385","Card","4377.69","Completed"
"P10232","O10232","TX70938211","Net Banking","104186.21","Completed"
"P10233","O10233","TX1189396","UPI","168767.03","Pending"
"P10234","O10234","TX97297009","Card","2948.82","Completed"
"P10235","O10235","TX78169620","UPI","88300.61","Refunded"
"P10236","O10236","TX13617781","Cash","10074.40","Completed"
"P10237","O10237","TX75739877","Card","270594.22","Pending"
"P10238","O10238","TX96534275","UPI","10641.76","Completed"
"P10239","O10239","TX80278361","Cash","404.37","Completed"
"P1024","O01024","TX58076807","UPI","65331.37","Failed"
"P10240","O10240","TX19993254","UPI","35060.18","Completed"
"P10241","O10241","TX63137947","UPI","168.00","Completed"
"P10242","O10242","TX42018032","UPI","6810.54","Completed"
"P10243","O10243","TX16205610","UPI","5158.82","Refunded"
"P10244","O10244","TX98490493","UPI","21249.20","Completed"
"P10245","O10245","TX13613058","Cash","11771.39","Refunded"
"P10246","O10246","TX86786928","UPI","1506.82","Completed"
"P10247","O10247","TX5717464","UPI","1710.33","Completed"
"P10248","O10248","TX96119170","Card","446026.96","Completed"
"P10249","O10249","TX4616427","Card","11622.82","Completed"
"P1025","O01025","TX46247418","Cash","35397.64","Refunded"
"P10250","O10250","TX73438258","Net Banking","5938.83","Completed"
"P10251","O10251","TX15629163","Card","150359.26","Pending"
"P10252","O10252","TX36272521","UPI","3259.28","Completed"
"P10253","O10253","TX70917417","UPI","11797.64","Failed"
"P10254","O10254","TX84727806","UPI","25116.15","Completed"
"P10255","O10255","TX2097668","UPI","12243.64","Completed"
"P10256","O10256","TX72218957","UPI","56758.11","Completed"
"P10257","O10257","TX53487010","UPI","16268.42","Completed"
"P10258","O10258","TX61785642","UPI","310856.27","Refunded"
"P10259","O10259","TX49516595","UPI","15294.25","Completed"
"P1026","O01026","TX60475721","Card","849.60","Completed"
"P10260","O10260","TX85841796","Net Banking","15652.58","Completed"
"P10261","O10261","TX34639701","UPI","558.88","Pending"
"P10262","O10262","TX998351","UPI","1886.82","Completed"
"P10263","O10263","TX55369571","Net Banking","65672.82","Completed"
"P10264","O10264","TX65577928","UPI","4046.04","Completed"
"P10265","O10265","TX38330882","Card","77971.10","Completed"
"P10266","O10266","TX90315086","UPI","24585.35","Completed"
"P10267","O10267","TX79636369","UPI","5987.52","Completed"
"P10268","O10268","TX17525754","UPI","20470.90","Completed"
"P10269","O10269","TX26557629","UPI","1047.90","Failed"
"P1027","O01027","TX27465746","UPI","1790.11","Completed"
"P10270","O10270","TX61066964","UPI","173440.28","Completed"
"P10271","O10271","TX37209471","Card","5598.88","Completed"
"P10272","O10272","TX99337256","UPI","49591.22","Completed"
"P10273","O10273","TX15486514","UPI","979.69","Completed"
"P10274","O10274","TX12346272","Card","6364.92","Completed"
"P10275","O10275","TX62266985","Card","4453.96","Pending"
"P10276","O10276","TX17778618","UPI","399888.38","Completed"
"P10277","O10277","TX68232898","UPI","288462.33","Completed"
"P10278","O10278","TX11574085","UPI","110950.63","Completed"
"P10279","O10279","TX14661104","UPI","835.53","Refunded"
"P1028","O01028","TX64273472","Card","158489.39","Completed"
"P10280","O10280","TX97738294","UPI","4568.22","Refunded"
"P10281","O10281","TX95141925","Card","4253.76","Completed"
"P10282","O10282","TX87091778","UPI","6836.74","Completed"
"P10283","O10283","TX30119611","UPI","42394.73","Completed"
"P10284","O10284","TX12981024","UPI","3648.00","Refunded"
"P10285","O10285","TX6972204","UPI","11037.72","Completed"
"P10286","O10286","TX6444128","UPI","2307.40","Completed"
"P10287","O10287","TX38421186","UPI","137267.93","Completed"
"P10288","O10288","TX67090763","Card","45885.61","Completed"
"P10289","O10289","TX21558988","UPI","9544.89","Failed"
"P1029","O01029","TX18870811","Card","5260.08","Refunded"
"P10290","O10290","TX77478585","UPI","1629.64","Completed"
"P10291","O10291","TX86693565","Card","116632.37","Completed"
"P10292","O10292","TX26815060","UPI","106048.77","Failed"
"P10293","O10293","TX20334389","Card","101418.60","Completed"
"P10294","O10294","TX18467374","Cash","924911.01","Completed"
"P10295","O10295","TX8596879","UPI","2335.91","Completed"
"P10296","O10296","TX39417941","Cash","10921.68","Completed"
"P10297","O10297","TX87507969","Net Banking","2033.58","Completed"
"P10298","O10298","TX18166156","UPI","21073.45","Completed"
"P10299","O10299","TX74392791","Card","6717.76","Completed"
"P103","O00103","TX67571423","Card","8138.46","Completed"
"P1030","O01030","TX88670485","UPI","840.82","Pending"
"P10300","O10300","TX10667882","UPI","68854.58","Completed"
"P10301","O10301","TX41761881","UPI","1176.00","Completed"
"P10302","O10302","TX47054958","Card","14774.32","Completed"
"P10303","O10303","TX41763306","Cash","1504.04","Completed"
"P10304","O10304","TX80731984","Card","2553.60","Completed"
"P10305","O10305","TX87990381","UPI","335855.65","Completed"
"P10306","O10306","TX86964126","Net Banking","20361.32","Completed"
"P10307","O10307","TX2731447","UPI","3065.64","Completed"
"P10308","O10308","TX11517018","Net Banking","2796.80","Completed"
"P10309","O10309","TX74914508","Card","1239.00","Completed"
"P1031","O01031","TX88377351","UPI","3918.88","Completed"
"P10310","O10310","TX17870098","UPI","89554.18","Completed"
"P10311","O10311","TX88149238","Card","1980.90","Completed"
"P10312","O10312","TX90892494","UPI","304182.64","Completed"
"P10313","O10313","TX43328294","UPI","1566.88","Completed"
"P10314","O10314","TX37852815","UPI","131627.02","Completed"
"P10315","O10315","TX47956726","Cash","7075.05","Completed"
"P10316","O10316","TX66750488","UPI","163898.37","Completed"
"P10317","O10317","TX89283843","Card","159268.10","Completed"
"P10318","O10318","TX95038639","Cash","2122.82","Completed"
"P10319","O10319","TX72779080","UPI","429966.45","Completed"
"P1032","O01032","TX20021775","Card","10170.97","Completed"
"P10320","O10320","TX47001467","Cash","122902.37","Completed"
"P10321","O10321","TX46698240","UPI","197908.54","Completed"
"P10322","O10322","TX78809623","Card","6909.09","Failed"
"P10323","O10323","TX60417035","UPI","54510.91","Completed"
"P10324","O10324","TX40374860","UPI","23170.04","Completed"
"P10325","O10325","TX14666175","Cash","139614.68","Pending"
"P10326","O10326","TX51642096","UPI","8820.00","Completed"
"P10327","O10327","TX59399285","UPI","6404.53","Completed"
"P10328","O10328","TX67287739","UPI","187577.62","Pending"
"P10329","O10329","TX16187800","UPI","19327.55","Completed"
"P1033","O01033","TX90913411","Card","5988.68","Completed"
"P10330","O10330","TX2644470","Card","279937.67","Completed"
"P10331","O10331","TX41003670","Card","75326.35","Completed"
"P10332","O10332","TX40064371","Cash","2301.00","Pending"
"P10333","O10333","TX77072263","Net Banking","1647.28","Completed"
"P10334","O10334","TX69196274","UPI","166822.00","Completed"
"P10335","O10335","TX61017308","Card","123.20","Completed"
"P10336","O10336","TX97434072","Cash","9909.64","Completed"
"P10337","O10337","TX56453036","UPI","10747.31","Refunded"
"P10338","O10338","TX4047396","UPI","144770.62","Completed"
"P10339","O10339","TX72994091","UPI","3002.35","Completed"
"P1034","O01034","TX54683821","Card","57578.51","Refunded"
"P10340","O10340","TX79504236","Net Banking","235.20","Completed"
"P10341","O10341","TX43651978","UPI","27476.41","Completed"
"P10342","O10342","TX61818615","UPI","7911.40","Completed"
"P10343","O10343","TX45881244","UPI","4651.08","Pending"
"P10344","O10344","TX46299967","UPI","4248.00","Completed"
"P10345","O10345","TX60054880","UPI","25919.16","Refunded"
"P10346","O10346","TX41051434","UPI","35822.74","Completed"
"P10347","O10347","TX20624948","Net Banking","46425.51","Completed"
"P10348","O10348","TX75481283","UPI","130.20","Completed"
"P10349","O10349","TX69211958","Net Banking","29842.40","Refunded"
"P1035","O01035","TX53547645","Card","213513.86","Completed"
"P10350","O10350","TX45787390","Card","144820.73","Refunded"
"P10351","O10351","TX12728262","UPI","11188.00","Completed"
"P10352","O10352","TX22993382","Cash","63424.64","Refunded"
"P10353","O10353","TX3552592","Card","942.82","Refunded"
"P10354","O10354","TX24113902","Net Banking","2574.51","Pending"
"P10355","O10355","TX30722948","UPI","12946.27","Completed"
"P10356","O10356","TX94175005","UPI","97425.38","Completed"
"P10357","O10357","TX61904401","Card","24958.80","Completed"
"P10358","O10358","TX195869","Cash","1021134.75","Completed"
"P10359","O10359","TX34129951","Card","141663.19","Completed"
"P1036","O01036","TX78676226","Cash","40070.00","Completed"
"P10360","O10360","TX52244430","UPI","5072.82","Completed"
"P10361","O10361","TX18432431","Cash","33580.03","Completed"
"P10362","O10362","TX41019217","UPI","3875.91","Completed"
"P10363","O10363","TX98721730","Net Banking","4700.64","Completed"
"P10364","O10364","TX86102202","UPI","3859.40","Failed"
"P10365","O10365","TX10665156","UPI","2574.51","Completed"
"P10366","O10366","TX89404574","UPI","1161.65","Pending"
"P10367","O10367","TX91762740","UPI","6459.32","Pending"
"P10368","O10368","TX70034215","UPI","19940.82","Completed"
"P10369","O10369","TX41949654","UPI","93966.58","Pending"
"P1037","O01037","TX93945264","UPI","48399.55","Completed"
"P10370","O10370","TX50806390","UPI","3407.80","Completed"
"P10371","O10371","TX85392835","UPI","254549.23","Completed"
"P10372","O10372","TX74168289","Card","26028.80","Completed"
"P10373","O10373","TX41979160","Card","77963.69","Completed"
"P10374","O10374","TX42994758","Card","8166.52","Failed"
"P10375","O10375","TX52431458","Cash","182424.90","Pending"
"P10376","O10376","TX26431925","Card","118425.77","Completed"
"P10377","O10377","TX77961968","Net Banking","742.82","Completed"
"P10378","O10378","TX4924265","UPI","12089.28","Failed"
"P10379","O10379","TX95618919","Net Banking","200.09","Failed"
"P1038","O01038","TX65096841","Net Banking","84910.48","Completed"
"P10380","O10380","TX84278443","Net Banking","60180.47","Failed"
"P10381","O10381","TX98551429","UPI","775.95","Completed"
"P10382","O10382","TX13926229","UPI","389.40","Completed"
"P10383","O10383","TX58674230","Net Banking","1062.00","Completed"
"P10384","O10384","TX47593280","Cash","80907.35","Refunded"
"P10385","O10385","TX22832571","UPI","58528.52","Completed"
"P10386","O10386","TX78817704","UPI","1778.36","Completed"
"P10387","O10387","TX55537331","Net Banking","14252.65","Completed"
"P10388","O10388","TX32961662","Card","107780.14","Completed"
"P10389","O10389","TX57461677","UPI","18769.62","Completed"
"P1039","O01039","TX23652704","UPI","66135.66","Pending"
"P10390","O10390","TX60602659","UPI","110885.25","Completed"
"P10391","O10391","TX32776766","UPI","176612.35","Failed"
"P10392","O10392","TX33873511","Net Banking","93214.10","Completed"
"P10393","O10393","TX36480884","Card","92348.74","Refunded"
"P10394","O10394","TX22147794","Card","2757.61","Completed"
"P10395","O10395","TX49382169","UPI","93686.35","Completed"
"P10396","O10396","TX11460910","UPI","73507.28","Completed"
"P10397","O10397","TX30380704","Card","931.40","Failed"
"P10398","O10398","TX23547459","Card","307739.66","Completed"
"P10399","O10399","TX18024217","UPI","63170.30","Completed"
"P104","O00104","TX77957592","UPI","13921.64","Pending"
"P1040","O01040","TX86945365","UPI","38849.93","Completed"
"P10400","O10400","TX96007950","Net Banking","2028.69","Refunded"
"P10401","O10401","TX63659119","Net Banking","8654.93","Refunded"
"P10402","O10402","TX60849192","Card","7668.82","Failed"
"P10403","O10403","TX2352952","Card","3061.78","Failed"
"P10404","O10404","TX30742443","Cash","743.40","Failed"
"P10405","O10405","TX13426677","Card","20982.76","Completed"
"P10406","O10406","TX92393401","Card","2358.82","Completed"
"P10407","O10407","TX6018693","UPI","24349.45","Completed"
"P10408","O10408","TX56313356","UPI","35067.41","Completed"
"P10409","O10409","TX35532816","UPI","1709.30","Completed"
"P1041","O01041","TX36876799","Card","997.10","Completed"
"P10410","O10410","TX9227787","UPI","39193.90","Completed"
"P10411","O10411","TX20838025","UPI","83907.02","Completed"
"P10412","O10412","TX16877451","UPI","24775.06","Failed"
"P10413","O10413","TX79239430","UPI","7325.43","Completed"
"P10414","O10414","TX83889078","UPI","523398.27","Completed"
"P10415","O10415","TX23890599","UPI","13865.00","Failed"
"P10416","O10416","TX66863159","UPI","2589.96","Completed"
"P10417","O10417","TX6643431","UPI","15957.99","Completed"
"P10418","O10418","TX75301741","Card","3419.64","Completed"
"P10419","O10419","TX26320840","Net Banking","530004.78","Completed"
"P1042","O01042","TX69669489","Net Banking","1312.50","Completed"
"P10420","O10420","TX71249140","UPI","2122.82","Completed"
"P10421","O10421","TX28850904","UPI","117388.44","Completed"
"P10422","O10422","TX76625321","Card","14501.77","Completed"
"P10423","O10423","TX80231860","Net Banking","716931.89","Completed"
"P10424","O10424","TX21589670","Net Banking","7668.82","Completed"
"P10425","O10425","TX7331160","UPI","248298.78","Pending"
"P10426","O10426","TX67589085","UPI","177727.94","Pending"
"P10427","O10427","TX44297193","UPI","16135.36","Completed"
"P10428","O10428","TX35038368","Card","2594.82","Completed"
"P10429","O10429","TX45929858","Card","24072.00","Completed"
