"Order_ID","Customer_ID","Order_Date","Order_Total","Order_Status"
"O00103","C2078","2023-05-01","6897.00","Delivered"
"O00104","C0845","2022-08-30","11798.00","Processing"
"O00105","C2755","2024-08-14","75215.98","Delivered"
"O00106","C0197","2023-03-03","2299.55","Delivered"
"O00107","C1047","2024-05-31","54870.22","Delivered"
"O00108","C3025","2025-10-04","19391.04","Delivered"
"O00109","C3049","2025-02-01","31589.75","Delivered"
"O00110","C2939","2023-10-11","8906.08","Refunded"
"O00111","C2084","2025-10-21","2397.00","Delivered"
"O00112","C1236","2023-06-25","1856.86","Delivered"
"O00113","C3225","2025-07-16","157204.47","Delivered"
"O00114","C2677","2024-10-07","1316.23","Delivered"
"O00115","C2261","2022-09-29","77955.94","Processing"
"O00116","C1412","2025-12-12","2422.38","Delivered"
"O00117","C0226","2022-11-19","13316.25","Shipped"
"O00118","C0222","2025-07-21","3770.50","Processing"
"O00119","C3028","2024-09-05","580158.60","Returned"
"O00120","C1898","2023-07-26","39616.64","Delivered"
"O00121","C1732","2022-06-14","11350.62","Delivered"
"O00122","C1196","2022-10-21","73257.44","Delivered"
"O00123","C0693","2022-02-21","77828.46","Processing"
"O00124","C1146","2024-10-28","1997.00","Refunded"
"O00125","C0674","2022-09-21","198.06","Delivered"
"O00126","C2830","2022-11-13","109936.95","Shipped"
"O00127","C2752","2022-05-08","41509.93","Delivered"
"O00128","C2131","2023-06-13","3626.95","Delivered"
"O00129","C1554","2022-07-12","295.00","Delivered"
"O00130","C1273","2024-06-23","214227.76","Cancelled"
"O00131","C2556","2025-03-26","735.61","Delivered"
"O00132","C2302","2025-02-26","3908.00","Refunded"
"O00133","C0054","2024-10-20","899.00","Cancelled"
"O00134","C1301","2023-10-23","46492.73","Delivered"
"O00135","C3165","2022-02-18","1617.69","Delivered"
"O00136","C1715","2023-08-23","1292.34","Delivered"
"O00137","C0630","2024-04-06","2350.00","Delivered"
"O00138","C0192","2022-02-03","21194.00","Delivered"
"O00139","C1808","2024-03-21","99140.67","Delivered"
"O00140","C3155","2023-01-26","86797.50","Delivered"
"O00141","C0646","2023-09-20","6305.91","Delivered"
"O00142","C1558","2022-07-26","1909.00","Delivered"
"O00143","C1176","2025-06-24","10610.40","Delivered"
"O00144","C2887","2023-03-29","22023.38","Delivered"
"O00145","C1054","2025-05-27","12895.00","Delivered"
"O00146","C1717","2022-07-05","31192.71","Delivered"
"O00147","C2275","2025-05-12","42091.22","Shipped"
"O00148","C1147","2023-06-14","124195.60","Cancelled"
"O00149","C0647","2025-10-25","77862.64","Refunded"
"O00150","C1403","2023-10-24","1092.97","Delivered"
"O00151","C2996","2022-08-13","5390.78","Cancelled"
"O00152","C2390","2022-12-09","10794.00","Delivered"
"O00153","C2586","2024-10-12","146365.78","Delivered"
"O00154","C1161","2025-01-17","105.00","Delivered"
"O00155","C2199","2025-01-26","205.29","Delivered"
"O00156","C0849","2023-01-21","14459.26","Delivered"
"O00157","C0439","2025-02-18","5826.46","Delivered"
"O00158","C1486","2024-11-08","64361.29","Shipped"
"O00159","C1714","2025-12-05","831.70","Cancelled"
"O00160","C2627","2023-12-28","16443.36","Delivered"
"O00161","C2935","2022-08-25","849.00","Delivered"
"O00162","C3055","2024-03-20","32820.98","Delivered"
"O00163","C2406","2025-06-24","1699.00","Shipped"
"O00164","C1823","2025-01-05","72460.71","Delivered"
"O00165","C0546","2022-01-30","28.00","Delivered"
"O00166","C0765","2024-09-19","4875.75","Delivered"
"O00167","C0007","2024-02-14","6699.00","Delivered"
"O00168","C1061","2024-07-30","45853.28","Delivered"
"O00169","C2010","2022-05-17","2200.00","Shipped"
"O00170","C1705","2024-08-10","10554.17","Delivered"
"O00171","C2189","2025-01-09","105752.98","Returned"
"O00172","C0101","2025-09-06","8421.74","Cancelled"
"O00173","C1170","2024-01-09","118905.44","Delivered"
"O00174","C2744","2023-02-26","11597.56","Delivered"
"O00175","C0692","2025-11-21","3037.25","Delivered"
"O00176","C1416","2025-08-16","56663.32","Delivered"
"O00177","C1410","2024-11-24","3999.00","Delivered"
"O00178","C2759","2024-08-31","2160.00","Delivered"
"O00179","C1241","2024-03-04","1138.59","Shipped"
"O00180","C2285","2024-07-20","120087.68","Shipped"
"O00181","C1125","2025-08-10","114832.06","Shipped"
"O00182","C0948","2022-05-15","57512.28","Delivered"
"O00183","C1628","2022-11-28","6545.37","Delivered"
"O00184","C2656","2022-06-27","2180.00","Delivered"
"O00185","C1061","2024-08-30","43921.92","Delivered"
"O00186","C1291","2025-06-07","698.00","Delivered"
"O00187","C1166","2025-09-16","3621.75","Delivered"
"O00188","C3074","2025-12-12","664849.64","Delivered"
"O00189","C0441","2024-10-19","31051.62","Delivered"
"O00190","C1102","2025-01-14","771.81","Delivered"
"O00191","C2713","2024-01-07","6584.92","Delivered"
"O00192","C1522","2023-10-12","1313.37","Returned"
"O00193","C2010","2022-05-17","1250.00","Shipped"
"O00194","C2714","2025-05-02","1342.89","Delivered"
"O00195","C0385","2023-08-23","550.00","Delivered"
"O00196","C2078","2023-05-27","4445.57","Delivered"
"O00197","C1297","2024-06-24","23620.28","Delivered"
"O00198","C0314","2022-10-08","22578.50","Delivered"
"O00199","C2184","2023-12-29","562.88","Shipped"
"O00200","C2577","2023-07-27","1175.00","Delivered"
"O00201","C1482","2022-11-16","1844.00","Delivered"
"O00202","C2171","2022-05-18","55623.84","Delivered"
"O00203","C0977","2023-10-04","1381.05","Delivered"
"O00204","C2865","2024-11-06","477512.40","Delivered"
"O00205","C2088","2022-02-25","47379.73","Delivered"
"O00206","C1436","2025-03-22","2293.29","Delivered"
"O00207","C1429","2023-05-28","9459.60","Delivered"
"O00208","C0016","2023-10-31","69163.89","Delivered"
"O00209","C1759","2023-11-11","836258.00","Delivered"
"O00210","C0142","2025-09-09","599.00","Returned"
"O00211","C0004","2023-05-09","2931.92","Delivered"
"O00212","C1469","2022-11-22","22499.58","Delivered"
"O00213","C0409","2023-03-04","4313.56","Delivered"
"O00214","C2055","2025-12-18","112910.04","Delivered"
"O00215","C1611","2022-05-19","58535.66","Delivered"
"O00216","C2871","2023-12-24","85645.68","Delivered"
"O00217","C3157","2025-09-19","52732.23","Delivered"
"O00218","C1908","2024-08-31","47997.00","Delivered"
"O00219","C0869","2024-12-25","385.00","Refunded"
"O00220","C0881","2023-07-22","806.28","Delivered"
"O00221","C2929","2026-01-06","219859.48","Delivered"
"O00222","C1784","2025-03-16","2928.54","Delivered"
"O00223","C1227","2025-10-08","7066.04","Delivered"
"O00224","C2468","2023-03-03","64962.56","Delivered"
"O00225","C0919","2026-01-28","60561.60","Delivered"
"O00226","C2466","2022-06-05","1299.00","Delivered"
"O00227","C1462","2023-02-02","35123.39","Delivered"
"O00228","C1987","2024-11-02","12320.41","Shipped"
"O00229","C0017","2023-01-01","107357.74","Returned"
"O00230","C1916","2023-12-28","7497.00","Delivered"
"O00231","C1612","2025-09-12","16352.93","Processing"
"O00232","C1573","2023-09-10","21892.14","Delivered"
"O00233","C2325","2023-06-09","7695.24","Delivered"
"O00234","C2080","2025-04-22","1197.00","Delivered"
"O00235","C1314","2023-02-08","177336.94","Processing"
"O00236","C1652","2024-09-29","12429.73","Shipped"
"O00237","C1006","2022-11-06","1270.00","Delivered"
"O00238","C2719","2025-03-31","234786.12","Delivered"
"O00239","C1908","2024-07-31","46498.00","Delivered"
"O00240","C0749","2025-07-03","6597.00","Delivered"
"O00241","C0598","2025-03-27","37104.64","Shipped"
"O00242","C2601","2024-09-01","15755.23","Shipped"
"O00243","C0976","2024-11-10","182678.20","Shipped"
"O00244","C2649","2024-07-30","164983.71","Delivered"
"O00245","C1251","2023-11-07","205.29","Delivered"
"O00246","C2245","2023-12-13","4450.65","Processing"
"O00247","C2606","2023-01-19","24173.64","Delivered"
"O00248","C1632","2024-10-23","172724.01","Delivered"
"O00249","C2284","2022-07-10","17825.17","Delivered"
"O00250","C3010","2023-07-14","167798.68","Cancelled"
"O00251","C2367","2023-12-04","34022.41","Cancelled"
"O00252","C0921","2024-01-11","4198.76","Shipped"
"O00253","C2156","2023-11-13","1240999.88","Delivered"
"O00254","C3122","2023-07-11","3419.44","Delivered"
"O00255","C0035","2024-01-22","589121.00","Delivered"
"O00256","C1144","2025-12-23","203.44","Processing"
"O00257","C2684","2025-08-05","1096.62","Delivered"
"O00258","C0724","2022-05-04","11517.40","Delivered"
"O00259","C1298","2023-04-11","165869.70","Delivered"
"O00260","C2643","2024-08-09","906.18","Delivered"
"O00261","C0713","2024-12-24","10835.65","Cancelled"
"O00262","C0706","2022-02-04","520.00","Delivered"
"O00263","C1647","2022-04-01","3665.55","Delivered"
"O00264","C0603","2025-09-30","5090.58","Delivered"
"O00265","C0027","2023-11-17","8822.92","Delivered"
"O00266","C1487","2023-02-23","2400.00","Delivered"
"O00267","C0016","2023-11-19","32890.78","Shipped"
"O00268","C0466","2024-02-04","650.00","Processing"
"O00269","C0462","2024-07-11","8877.75","Delivered"
"O00270","C1872","2023-05-02","89914.01","Shipped"
"O00271","C2943","2025-03-27","9777.05","Shipped"
"O00272","C0779","2025-11-07","3412.90","Delivered"
"O00273","C2392","2022-03-23","4340.54","Delivered"
"O00274","C1788","2025-05-04","3299.00","Delivered"
"O00275","C2048","2023-10-23","9173.58","Delivered"
"O00276","C2334","2025-06-09","79492.06","Delivered"
"O00277","C0719","2025-08-26","51999.00","Delivered"
"O00278","C2084","2025-11-02","998.00","Delivered"
"O00279","C2723","2024-09-21","73023.21","Delivered"
"O00280","C3086","2022-05-13","2780.25","Delivered"
"O00281","C0215","2023-05-30","4299.00","Delivered"
"O00282","C0780","2024-07-22","17005.56","Delivered"
"O00283","C1948","2024-05-27","115368.54","Delivered"
"O00284","C1060","2023-06-28","51275.76","Delivered"
"O00285","C1942","2025-12-09","1850.00","Delivered"
"O00286","C2899","2023-01-30","6806.96","Processing"
"O00287","C1145","2025-07-28","47812.11","Delivered"
"O00288","C2878","2023-08-02","18852.50","Delivered"
"O00289","C1948","2024-05-14","8082.57","Delivered"
"O00290","C0608","2023-02-13","19000.00","Delivered"
"O00291","C1216","2026-01-31","275.00","Delivered"
"O00292","C2494","2022-05-24","43398.75","Delivered"
"O00293","C0906","2022-04-20","8598.00","Delivered"
"O00294","C2524","2025-08-05","638.56","Shipped"
"O00295","C0265","2025-05-30","70058.40","Delivered"
"O00296","C1102","2025-01-27","22455.90","Delivered"
"O00297","C0397","2025-11-01","527024.42","Processing"
"O00298","C1725","2023-07-14","2656.28","Shipped"
"O00299","C2300","2022-06-08","200301.89","Delivered"
"O00300","C0292","2022-08-15","27479.47","Delivered"
"O00301","C2798","2022-11-20","101.72","Refunded"
"O00302","C1918","2023-03-10","1614.03","Shipped"
"O00303","C1258","2022-03-26","84322.50","Shipped"
"O00304","C0147","2022-08-17","4750.00","Delivered"
"O00305","C0105","2024-07-28","73482.11","Delivered"
"O00306","C1909","2022-11-14","1100.00","Delivered"
"O00307","C2392","2022-03-27","3848.00","Delivered"
"O00308","C0284","2022-08-11","10816.31","Delivered"
"O00309","C1538","2025-03-01","173606.86","Delivered"
"O00310","C2417","2022-08-28","2139.52","Shipped"
"O00311","C0528","2024-07-22","37495.00","Delivered"
"O00312","C0844","2023-11-16","71156.13","Cancelled"
"O00313","C0057","2025-05-29","5274.80","Shipped"
"O00314","C1835","2025-05-03","30114.84","Processing"
"O00315","C1465","2024-07-22","36435.02","Delivered"
"O00316","C1482","2022-11-12","14340.06","Delivered"
"O00317","C0399","2022-05-14","14175.12","Delivered"
"O00318","C2079","2023-10-10","2580.05","Processing"
"O00319","C0049","2023-10-19","1310.00","Delivered"
"O00320","C3043","2022-08-18","23650.98","Shipped"
"O00321","C3017","2023-07-27","1999.00","Delivered"
"O00322","C0046","2025-12-09","11178.62","Delivered"
"O00323","C0296","2025-07-12","53313.94","Delivered"
"O00324","C1153","2023-03-10","5912.64","Delivered"
"O00325","C1619","2023-03-20","2168.25","Delivered"
"O00326","C1205","2025-05-18","43376.30","Delivered"
"O00327","C0261","2025-04-24","1299.00","Shipped"
"O00328","C2754","2024-06-27","12494.00","Delivered"
"O00329","C2577","2023-07-23","32205.96","Delivered"
"O00330","C1006","2022-11-13","1061919.02","Delivered"
"O00331","C0336","2023-03-10","3197.00","Delivered"
"O00332","C1722","2025-09-14","3900.88","Delivered"
"O00333","C1291","2025-06-20","90358.41","Delivered"
"O00334","C0259","2024-04-25","39753.43","Processing"
"O00335","C0894","2023-01-12","26800.00","Delivered"
"O00336","C2517","2022-12-31","23495.78","Cancelled"
"O00337","C0032","2023-01-01","956.19","Delivered"
"O00338","C2517","2022-12-08","138763.68","Shipped"
"O00339","C0902","2024-03-26","72637.01","Delivered"
"O00340","C2574","2025-12-29","118394.00","Delivered"
"O00341","C1669","2024-10-04","1755.30","Processing"
"O00342","C2211","2025-02-18","156195.00","Delivered"
"O00343","C2903","2022-08-22","109435.36","Processing"
"O00344","C2648","2026-01-08","649.00","Shipped"
"O00345","C1384","2025-09-15","898.00","Shipped"
"O00346","C0521","2025-05-05","998.00","Processing"
"O00347","C2932","2023-03-03","33042.20","Delivered"
"O00348","C3047","2023-01-04","26899.00","Cancelled"
"O00349","C0445","2025-02-14","6095.00","Delivered"
"O00350","C1287","2022-06-28","6739.56","Delivered"
"O00351","C1432","2023-03-07","14734.55","Delivered"
"O00352","C0151","2025-05-10","895925.20","Cancelled"
"O00353","C1674","2022-06-09","2299.00","Delivered"
"O00354","C2322","2024-08-12","32538.92","Delivered"
"O00355","C1921","2024-08-21","383332.68","Delivered"
"O00356","C1189","2022-07-19","18388.03","Delivered"
"O00357","C1215","2023-05-09","134258.88","Delivered"
"O00358","C2148","2025-03-25","7248.43","Shipped"
"O00359","C2094","2024-06-24","13456.34","Delivered"
"O00360","C2444","2023-12-28","162730.30","Shipped"
"O00361","C0864","2023-10-08","80313.94","Delivered"
"O00362","C2647","2023-09-18","7235.43","Delivered"
"O00363","C3027","2023-04-28","8187.42","Delivered"
"O00364","C2420","2022-02-22","64653.59","Delivered"
"O00365","C1473","2025-08-10","6339.00","Delivered"
"O00366","C0095","2024-07-07","7192.00","Returned"
"O00367","C1475","2023-05-20","798.00","Delivered"
"O00368","C2940","2025-03-30","3790.86","Processing"
"O00369","C0360","2023-11-27","18742.94","Delivered"
"O00370","C2310","2024-07-25","115362.00","Shipped"
"O00371","C2404","2022-08-17","1199.00","Delivered"
"O00372","C2815","2022-12-29","2499.00","Delivered"
"O00373","C3080","2025-08-05","11531.33","Shipped"
"O00374","C0527","2025-05-06","11447.48","Processing"
"O00375","C1962","2022-12-25","120.00","Returned"
"O00376","C2648","2026-02-06","1899.00","Delivered"
"O00377","C2451","2022-05-09","37272.56","Processing"
"O00378","C0266","2024-03-09","46151.90","Delivered"
"O00379","C2996","2022-08-23","11775.94","Cancelled"
"O00380","C1712","2023-10-07","1451.30","Delivered"
"O00381","C0340","2024-07-18","518.00","Cancelled"
"O00382","C0826","2026-01-04","1700.00","Delivered"
"O00383","C0554","2025-12-07","61336.24","Delivered"
"O00384","C1074","2024-11-22","7397.70","Cancelled"
"O00385","C3073","2024-02-09","446694.33","Shipped"
"O00386","C0436","2022-04-03","594.18","Delivered"
"O00387","C2349","2022-05-07","16964.67","Delivered"
"O00388","C0827","2024-09-01","111998.00","Delivered"
"O00389","C1409","2026-01-12","90956.26","Processing"
"O00390","C2839","2023-06-03","3312.85","Cancelled"
"O00391","C1997","2025-01-04","29835.96","Delivered"
"O00392","C0554","2025-11-15","38260.96","Delivered"
"O00393","C2336","2024-11-23","3198.00","Shipped"
"O00394","C2169","2023-02-06","29892.58","Returned"
"O00395","C2512","2022-11-12","737626.50","Delivered"
"O00396","C2889","2024-01-06","19671.01","Returned"
"O00397","C3188","2022-09-19","7046.39","Delivered"
"O00398","C0005","2025-02-09","3799.00","Delivered"
"O00399","C0477","2022-03-07","50846.76","Delivered"
"O00400","C1373","2024-09-27","1350.00","Delivered"
"O00401","C2258","2023-01-13","107181.20","Delivered"
"O00402","C0031","2024-12-28","20999.00","Delivered"
"O00403","C1688","2023-02-27","8803.82","Cancelled"
"O00404","C2934","2023-03-26","2156.78","Delivered"
"O00405","C2529","2022-10-14","350.00","Delivered"
"O00406","C1372","2022-06-17","87744.15","Delivered"
"O00407","C2137","2024-03-09","202967.14","Shipped"
"O00408","C0630","2024-04-29","7198.00","Delivered"
"O00409","C0237","2023-03-13","47420.14","Delivered"
"O00410","C1901","2024-03-29","89909.11","Delivered"
"O00411","C2996","2022-08-01","21611.90","Cancelled"
"O00412","C1725","2023-07-11","950.00","Delivered"
"O00413","C0464","2024-08-02","3499.00","Delivered"
"O00414","C2922","2025-07-21","2844.00","Returned"
"O00415","C0576","2024-07-15","2199.00","Delivered"
"O00416","C2481","2022-10-14","9473.59","Shipped"
"O00417","C3177","2023-06-20","72415.13","Delivered"
"O00418","C1768","2024-01-02","7497.00","Shipped"
"O00419","C1355","2025-04-04","119997.00","Shipped"
"O00420","C3081","2025-08-27","28791.06","Delivered"
"O00421","C2489","2025-08-13","44125.21","Shipped"
"O00422","C1147","2023-05-09","226793.72","Delivered"
"O00423","C0247","2024-01-24","214758.68","Shipped"
"O00424","C0894","2023-01-07","38700.22","Delivered"
"O00425","C1599","2025-10-16","31026.24","Delivered"
"O00426","C1578","2024-05-29","42089.34","Delivered"
"O00427","C0849","2023-02-11","135092.47","Delivered"
"O00428","C1176","2025-07-16","31477.08","Delivered"
"O00429","C2951","2024-07-22","323119.64","Delivered"
"O00430","C0690","2023-08-07","799.00","Delivered"
"O00431","C1678","2025-11-10","35140.93","Processing"
"O00432","C0702","2023-01-16","6341.03","Returned"
"O00433","C0723","2024-06-26","3968.92","Delivered"
"O00434","C1011","2025-09-10","87632.24","Delivered"
"O00435","C0145","2022-03-26","2370.17","Cancelled"
"O00436","C2608","2023-05-29","9134.08","Delivered"
"O00437","C2903","2022-07-25","12747.13","Shipped"
"O00438","C1713","2025-06-23","286603.50","Delivered"
"O00439","C2695","2023-03-26","1622.96","Shipped"
"O00440","C2223","2024-01-07","1797.00","Delivered"
"O00441","C1957","2023-03-13","450.00","Processing"
"O00442","C0647","2025-10-02","4497.00","Delivered"
"O00443","C0174","2023-02-21","6998.00","Delivered"
"O00444","C0488","2022-04-06","1798.00","Delivered"
"O00445","C2333","2025-08-12","1999.00","Delivered"
"O00446","C2101","2024-11-27","51079.90","Shipped"
"O00447","C0762","2025-12-25","680.00","Shipped"
"O00448","C0798","2024-11-15","70361.92","Delivered"
"O00449","C2461","2024-01-27","31536.25","Delivered"
"O00450","C1940","2024-11-06","37507.74","Delivered"
"O00451","C0641","2024-01-12","72962.66","Processing"
"O00452","C3131","2023-01-27","21826.96","Delivered"
"O00453","C1806","2024-07-15","269529.60","Delivered"
"O00454","C2213","2022-11-13","192158.79","Delivered"
"O00455","C0579","2022-04-25","42652.56","Shipped"
"O00456","C0396","2025-11-14","1197.00","Delivered"
"O00457","C1684","2023-06-25","831.70","Delivered"
"O00458","C0624","2024-11-14","91436.42","Delivered"
"O00459","C1966","2025-08-08","92668.07","Delivered"
"O00460","C0366","2022-03-16","4231.76","Delivered"
"O00461","C1911","2024-10-23","74763.47","Returned"
"O00462","C0914","2024-12-06","1480975.38","Processing"
"O00463","C0917","2025-01-13","168.00","Delivered"
"O00464","C0866","2025-04-24","1591.49","Refunded"
"O00465","C2939","2023-10-12","4208.21","Delivered"
"O00466","C0732","2024-11-18","6300.00","Refunded"
"O00467","C1732","2022-05-25","7749.84","Delivered"
"O00468","C3056","2023-04-14","37442.40","Shipped"
"O00469","C2832","2024-06-12","5998.00","Shipped"
"O00470","C3149","2025-10-04","4500.00","Cancelled"
"O00471","C2586","2024-09-17","61630.00","Delivered"
"O00472","C0844","2023-11-30","2407105.10","Processing"
"O00473","C3166","2022-07-30","11079.40","Shipped"
"O00474","C0519","2023-09-20","399.00","Processing"
"O00475","C1989","2022-09-15","1665.34","Delivered"
"O00476","C1362","2025-08-14","210.00","Shipped"
"O00477","C0171","2025-09-11","18824.16","Delivered"
"O00478","C0438","2022-06-05","320.00","Shipped"
"O00479","C1843","2025-04-27","311599.25","Delivered"
"O00480","C3151","2023-03-15","5296.45","Delivered"
"O00481","C1976","2025-07-01","1198.00","Delivered"
"O00482","C0707","2022-11-08","14362.46","Delivered"
"O00483","C0970","2022-10-31","2097.00","Cancelled"
"O00484","C1546","2025-05-02","86893.98","Returned"
"O00485","C2545","2025-04-17","53745.94","Delivered"
"O00486","C1068","2025-01-20","52480.70","Delivered"
"O00487","C1203","2025-09-09","9122.46","Delivered"
"O00488","C1436","2025-03-02","1482.67","Returned"
"O00489","C0662","2024-03-15","203885.34","Delivered"
"O00490","C3132","2025-04-12","1100.00","Delivered"
"O00491","C3152","2022-05-31","69182.38","Delivered"
"O00492","C0536","2023-01-08","55757.68","Processing"
"O00493","C3092","2025-11-12","59436.28","Delivered"
"O00494","C0095","2024-07-16","3398.00","Delivered"
"O00495","C2320","2022-05-26","1398.00","Cancelled"
"O00496","C0205","2023-11-22","90417.92","Shipped"
"O00497","C1099","2025-09-13","74948.82","Delivered"
"O00498","C2502","2023-12-20","140829.26","Delivered"
"O00499","C1863","2022-11-18","399.00","Delivered"
"O00500","C2020","2024-04-24","8585.76","Delivered"
"O00501","C0548","2025-04-11","350.00","Delivered"
"O00502","C0522","2023-01-02","84300.50","Delivered"
"O00503","C0713","2024-12-16","13431.00","Delivered"
"O00504","C2315","2025-05-02","146419.40","Shipped"
"O00505","C0144","2024-12-27","40517.45","Delivered"
"O00506","C0953","2024-03-17","47493.59","Delivered"
"O00507","C2950","2023-09-01","28534.48","Delivered"
"O00508","C1563","2024-03-12","11685.68","Shipped"
"O00509","C0543","2024-11-22","2694.00","Delivered"
"O00510","C0514","2025-11-03","9683.63","Delivered"
"O00511","C0280","2025-06-09","19372.78","Delivered"
"O00512","C2971","2024-11-25","18058.85","Delivered"
"O00513","C1420","2025-06-30","11449.34","Delivered"
"O00514","C2080","2025-04-28","4639.71","Delivered"
"O00515","C1329","2022-04-15","9247.12","Processing"
"O00516","C2145","2022-12-24","20400.80","Delivered"
"O00517","C1559","2023-03-23","92414.98","Delivered"
"O00518","C1036","2025-11-12","3603.24","Processing"
"O00519","C1916","2024-02-02","29387.62","Returned"
